,股票简称,昨收,前连板,昨封单,昨开,昨首停,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
600683.SH,京投发展,10.0,5,6779032.0,9.752321981424146,2021-09-10 09:30:46,20210910,False,True,3.2349,-7.3569,-0.7353,8.5926,-5.7299,0.0,3.2349
603351.SH,威尔药业,10.0,2,603992.0,-0.4767580452920182,2021-09-10 11:04:02,20210910,False,False,4.7671,-8.2385,3.7941,-1.6287,10.0,0.0,4.7671
600618.SH,氯碱化工,10.0,4,89300.0,3.077889447236182,2021-09-10 13:19:19,20210910,False,False,6.9103,-4.4872,1.7897,4.9451,-0.5759,0.0,6.9103
000537.SZ,广宇发展,10.0,5,41703900.0,10.05154639175257,2021-09-13 09:30:00,20210913,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
001215.SZ,千味央厨,10.0,5,20251075.0,9.993961352657012,2021-09-13 09:30:00,20210913,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
000937.SZ,冀中能源,10.0,3,69710215.0,9.985935302390999,2021-09-13 09:30:00,20210913,True,False,10.0,8.1395,10.0,-10.0,10.0,0.0,18.139499999999998
605599.SH,菜百股份,10.0,2,26770553.0,9.974747474747486,2021-09-13 09:30:00,20210913,True,False,-6.4868,-9.6378,-4.0082,-4.3171,1.1834,0.0,-6.4868
002748.SZ,世龙实业,10.0,4,3402437.0,8.65724381625442,2021-09-13 09:31:01,20210913,False,True,3.9357,-5.6414,6.3882,-10.0,-4.1916,0.0,3.9357
600259.SH,广晟有色,10.0,2,,5.009986684420781,2021-09-13 09:45:16,20210913,False,False,10.0,-7.8553,-3.7922,-4.2831,0.0486,0.0,2.1447000000000003
001213.SZ,中铁特货,10.0,3,9990786.0,1.5942028985507164,2021-09-13 09:57:17,20210913,False,False,10.0,1.7964,-10.0,-7.8431,-8.0851,0.0,11.7964
000816.SZ,智慧农业,10.0,3,17867765.0,9.950248756218915,2021-09-13 14:11:37,20210913,False,False,-5.2036,-0.2387,-9.0909,1.3158,-1.8182,0.0,-5.2036
000537.SZ,广宇发展,10.0,6,36231041.0,9.953161592505872,2021-09-14 09:30:00,20210914,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
001215.SZ,千味央厨,10.0,6,20076512.0,9.991765028822401,2021-09-14 09:30:00,20210914,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
000937.SZ,冀中能源,10.0,4,58007652.0,9.97442455242966,2021-09-14 09:30:00,20210914,True,False,8.1395,10.0,-10.0,10.0,-10.0,0.0,8.1395
002748.SZ,世龙实业,3.93574297,5,,8.032128514056225,2021-09-14 09:32:00,20210914,False,True,-5.6414,6.3882,-10.0,-4.1916,-4.375,-6.06425703,-11.705657030000001
001213.SZ,中铁特货,10.0,4,19753984.0,3.820816864295126,2021-09-14 09:32:30,20210914,False,False,1.7964,-10.0,-7.8431,-8.0851,0.6173,0.0,1.7964
603088.SH,宁波精达,6.01023018,2,,2.0460358056266004,2021-09-14 09:35:15,20210914,False,False,-4.4632,7.9545,-6.5497,2.2528,10.0,-3.9897698200000002,-8.45296982
002606.SZ,大连电瓷,7.96277146,2,,3.412616339193382,2021-09-14 09:40:15,20210914,False,False,2.4904,10.0,-1.4444,10.0,-3.9969,-2.03722854,0.4531714600000001
002529.SZ,海源复材,10.0,2,924900.0,9.851485148514861,2021-09-14 09:57:47,20210914,False,False,1.2601,-10.0,-0.642,10.0,6.4166,0.0,1.2601
002667.SZ,鞍重股份,10.0,2,316510.0,5.076300218000631,2021-09-14 10:49:31,20210914,False,False,10.0,-10.0,2.7452,-8.4887,-10.0,0.0,2.7452
002170.SZ,芭田股份,0.55248619,2,,0.0,2021-09-14 13:00:14,20210914,False,False,6.456,-4.5161,0.9459,2.4096,-8.366,-9.44751381,-2.99151381
000537.SZ,广宇发展,10.0,7,43816496.0,10.010649627263039,2021-09-15 09:30:00,20210915,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
001215.SZ,千味央厨,10.0,7,17345066.0,10.007486897928619,2021-09-15 09:30:00,20210915,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
001896.SZ,豫能控股,10.0,2,10743409.0,9.966777408637878,2021-09-15 09:30:00,20210915,True,False,-4.0282,10.0,-0.5725,-7.9655,-8.2377,0.0,-4.0282
002886.SZ,沃特股份,1.25862769,2,,4.466098254161597,2021-09-15 09:31:45,20210915,False,True,-0.9623,0.4453,1.0077,-2.1947,-6.7319,-8.74137231,-9.70367231
001213.SZ,中铁特货,1.79640719,5,,7.544910179640728,2021-09-15 09:34:31,20210915,False,False,-10.0,-7.8431,-8.0851,0.6173,-5.0613,-8.20359281,-26.04669281
002539.SZ,云图控股,10.0,2,1941850.0,3.1746031746031775,2021-09-15 09:41:16,20210915,False,False,-3.5167,5.0467,-0.4448,-10.0,-10.0,0.0,-3.5167
002667.SZ,鞍重股份,10.0,3,932800.0,1.9535673839184533,2021-09-15 09:47:16,20210915,False,False,-10.0,2.7452,-8.4887,-10.0,-7.5701,0.0,-7.2547999999999995
002487.SZ,大金重工,10.0,2,2504850.0,0.24449877750610727,2021-09-15 11:22:53,20210915,False,False,6.1667,10.0,9.4196,-2.8261,-3.7584,0.0,6.1667
300437.SZ,清水源,20.0,2,36732.0,4.766633565044692,2021-09-15 13:50:42,20210915,False,False,1.2826,3.7173,,,,10.0,11.2826
000937.SZ,冀中能源,8.13953488,5,,5.697674418604654,2021-09-15 13:57:54,20210915,False,False,10.0,-10.0,10.0,-10.0,-10.0,-1.8604651200000006,-11.86046512
000537.SZ,广宇发展,10.0,8,38231286.0,9.97095837366892,2021-09-16 09:30:00,20210916,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
001215.SZ,千味央厨,10.0,8,20596269.0,10.004537205081677,2021-09-16 09:30:00,20210916,True,False,10.0,10.0,10.0,-10.0,6.1801,0.0,26.1801
001215.SZ,千味央厨,10.0,9,13834283.0,10.002062280882658,2021-09-17 09:30:00,20210917,True,False,10.0,10.0,-10.0,6.1801,-5.0422,0.0,16.1801
002165.SZ,红宝丽,10.0,2,26955956.0,10.066225165562923,2021-09-17 09:30:00,20210917,True,False,10.0,3.3917,-4.7619,-10.0,-4.321,0.0,13.3917
600955.SH,维远股份,10.0,2,8184188.0,9.993593850096092,2021-09-17 09:30:00,20210917,True,False,10.0,1.4825,0.5217,-10.0,-10.0,0.0,11.4825
603948.SH,建业股份,10.0,2,5483800.0,9.985683607730847,2021-09-17 09:30:00,20210917,True,False,10.0,8.8757,-10.0,-10.0,6.7427,0.0,18.875700000000002
000537.SZ,广宇发展,10.0,9,7661254.0,5.633802816901413,2021-09-17 09:30:15,20210917,False,True,10.0,10.0,10.0,-10.0,10.0,0.0,30.0
600470.SH,六国化工,10.0,2,3831115.0,-0.2036659877800364,2021-09-17 09:57:16,20210917,False,False,5.2778,-10.0,-9.3842,-8.3064,1.0588,0.0,5.2778
603985.SH,恒润股份,10.0,2,60743.0,-1.610017889087654,2021-09-17 10:17:31,20210917,False,False,10.0,-1.3807,-0.825,-5.7726,6.367,0.0,8.619299999999999
001215.SZ,千味央厨,10.0,10,27208165.0,9.992500937382822,2021-09-22 09:30:00,20210922,True,False,10.0,-10.0,6.1801,-5.0422,-8.1612,0.0,6.1801
002165.SZ,红宝丽,10.0,3,30866050.0,9.987966305655835,2021-09-22 09:30:00,20210922,True,False,3.3917,-4.7619,-10.0,-4.321,-6.7097,0.0,3.3917
600955.SH,维远股份,10.0,3,1621299.0,9.998058629392348,2021-09-22 09:30:00,20210922,True,False,1.4825,0.5217,-10.0,-10.0,1.431,0.0,1.4825
603948.SH,建业股份,10.0,3,1752321.0,9.990237552879911,2021-09-22 09:30:00,20210922,True,False,8.8757,-10.0,-10.0,6.7427,10.0,0.0,8.8757
605033.SH,美邦股份,10.0,2,4735923.0,9.99999999999999,2021-09-22 09:30:00,20210922,True,False,-3.5278,-10.0,-10.0,-3.2407,-2.0933,0.0,-3.5278
300402.SZ,宝色股份,20.0,2,2345977.0,4.52201507338358,2021-09-22 10:10:34,20210922,False,True,18.9752,-3.2787,-14.8808,5.2649,11.1895,10.0,28.9752
000731.SZ,四川美丰,10.0,2,2428079.0,3.4235668789808895,2021-09-22 11:12:27,20210922,False,False,0.0,-10.0,-6.4309,4.3814,-10.0,0.0,0.0
000537.SZ,广宇发展,10.0,10,5719561.0,5.760000000000004,2021-09-22 14:04:23,20210922,False,False,10.0,10.0,-10.0,10.0,-10.0,0.0,10.0
603985.SH,恒润股份,10.0,3,,-2.4125779343995677,2021-09-22 14:30:24,20210922,False,False,-1.3807,-0.825,-5.7726,6.367,-7.1177,0.0,-1.3807
000912.SZ,泸天化,10.0,2,2985430.0,0.0,2021-09-22 14:42:19,20210922,False,False,-2.8835,-10.0,-7.2559,2.276,-8.9013,0.0,-2.8835
001215.SZ,千味央厨,10.0,11,726803.0,10.00511334583263,2021-09-23 09:30:00,20210923,True,False,-10.0,6.1801,-5.0422,-8.1612,10.0,0.0,-3.8198999999999996
002165.SZ,红宝丽,3.3916849,4,,9.956236323851204,2021-09-23 09:30:00,20210923,True,False,-4.7619,-10.0,-4.321,-6.7097,0.4149,-6.6083151,-11.3702151
605033.SH,美邦股份,-3.52781547,3,,9.995477159656268,2021-09-23 09:30:00,20210923,True,False,-10.0,-10.0,-3.2407,-2.0933,0.0611,-13.52781547,-36.76851547
600021.SH,上海电力,10.0,2,14192815.0,9.97150997150998,2021-09-23 09:30:00,20210923,True,False,10.0,-4.2386,10.0,-10.0,2.4007,0.0,5.7614
600032.SH,浙江新能,10.0,2,19478106.0,10.000000000000004,2021-09-23 09:30:00,20210923,True,False,10.0,-3.2942,3.6952,-10.0,0.8663,0.0,6.7058
600163.SH,中闽能源,10.0,2,30244377.0,10.022026431718063,2021-09-23 09:30:00,20210923,True,False,-3.4034,-8.0829,3.6077,-3.9173,7.5878,0.0,-3.4034
600821.SH,金开新能,10.0,2,22560824.0,10.049627791563259,2021-09-23 09:30:00,20210923,True,False,-1.8038,5.7405,9.8806,-10.0,10.0,0.0,-1.8038
600863.SH,内蒙华电,10.0,2,39115289.0,9.90099009900991,2021-09-23 09:30:00,20210923,True,False,-2.7027,-10.0,1.2853,1.269,3.0075,0.0,-2.7027
603988.SH,中电电机,-5.63674322,2,,10.02087682672233,2021-09-23 09:30:00,20210923,True,False,-4.5354,10.0,10.0,-10.0,5.7447,-15.63674322,-20.17214322
002039.SZ,黔源电力,3.78874856,2,,4.860313815537695,2021-09-23 09:31:00,20210923,False,True,-7.5959,-2.1149,10.0,-10.0,-1.112,-6.21125144,-13.80715144
000791.SZ,甘肃电投,3.54609929,2,,7.80141843971631,2021-09-23 09:31:17,20210923,False,False,-10.0,-6.5449,6.1889,-4.6012,5.4662,-6.45390071,-22.998800709999998
002153.SZ,石基信息,10.0,2,2260617.0,7.333021952358712,2021-09-23 09:31:32,20210923,False,False,10.0,6.1366,-4.2545,-0.8355,-2.4129,0.0,16.1366
000537.SZ,广宇发展,10.0,11,6261015.0,5.454545454545454,2021-09-23 09:37:17,20210923,False,False,10.0,-10.0,10.0,-10.0,3.2367,0.0,3.2367
603948.SH,建业股份,8.87573964,4,,2.8698224852071186,2021-09-23 09:38:32,20210923,False,False,-10.0,-10.0,6.7427,10.0,-3.2857,-1.1242603599999992,-14.381560360000002
