,股票简称,昨收,前连板,昨封单,昨开,昨首停,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
600815.SH,厦工股份,9.09090909,4,,10.000000000000004,2021-08-06 09:30:15,20210806,False,True,-9.7222,-6.1538,-1.3115,-2.99,-1.3699,-0.9090909099999998,-10.63129091
000009.SZ,中国宝安,7.10578842,2,,7.784431137724549,2021-08-06 09:31:00,20210806,False,False,-4.7335,0.2347,-1.6393,-2.7778,4.0,-2.8942115800000003,-7.627711580000001
603396.SH,金辰股份,10.0,2,100000.0,0.9817671809256635,2021-08-06 13:00:15,20210806,False,False,-0.1275,-6.383,10.0,10.0,7.453,0.0,-0.1275
002256.SZ,兆新股份,10.12658228,4,103311900.0,10.126582278481008,2021-08-09 09:30:00,20210809,True,False,10.0,10.0,10.0,10.0,6.0904,0.12658227999999916,46.21698228
000723.SZ,美锦能源,8.64422202,2,,10.009099181073701,2021-08-09 09:30:00,20210809,True,False,1.675,10.0,-3.7453,3.5019,10.0,-1.3557779799999992,0.3192220200000009
001211.SZ,双枪科技,10.0,2,7854016.0,9.995217599234817,2021-08-09 09:30:00,20210809,True,False,1.087,-10.0,-6.5472,-1.304,0.3368,0.0,1.087
001208.SZ,华菱线缆,10.0,2,3278408.0,5.734144222415292,2021-08-09 09:32:45,20210809,False,True,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603938.SH,三孚股份,8.85961747,2,,3.302057019126666,2021-08-09 09:33:15,20210809,False,False,10.0,4.6263,3.5143,-4.0907,4.6279,-1.1403825300000001,13.48591747
300827.SZ,上能电气,20.0,3,314067.0,4.416428184701066,2021-08-09 14:17:20,20210809,False,False,12.1495,,,,,10.0,22.1495
002256.SZ,兆新股份,10.0,5,118847100.0,10.057471264367818,2021-08-10 09:30:00,20210810,True,False,10.0,10.0,10.0,6.0904,-10.0,0.0,36.0904
001211.SZ,双枪科技,1.08695652,3,,10.000000000000002,2021-08-10 09:30:00,20210810,True,False,-10.0,-6.5472,-1.304,0.3368,-0.4648,-8.91304348,-25.46024348
002667.SZ,鞍重股份,10.0,2,4346129.0,10.01137656427759,2021-08-10 09:30:00,20210810,True,False,2.7232,10.0,10.0,-10.0,-5.0847,0.0,2.7232
001208.SZ,华菱线缆,10.0,3,4470454.0,2.5276461295418664,2021-08-10 09:54:30,20210810,False,True,10.0,10.0,10.0,10.0,6.8661,0.0,46.8661
002256.SZ,兆新股份,10.0,6,121417392.0,9.921671018276758,2021-08-11 09:30:00,20210811,True,False,10.0,10.0,6.0904,-10.0,-2.4691,0.0,26.0904
600361.SH,华联综超,10.0,2,42796456.0,9.903381642512082,2021-08-11 09:30:00,20210811,True,False,10.1099,10.0,10.0,10.0,0.8996,0.0,41.009499999999996
605020.SH,永和股份,10.0,2,2655458.0,10.002532286654837,2021-08-11 09:30:00,20210811,True,False,3.4991,3.9591,10.0,-10.0,-8.5801,0.0,3.4991
603779.SH,威龙股份,3.41419587,2,,9.97304582210242,2021-08-11 09:30:15,20210811,False,True,-10.0,-3.4749,10.0,-8.8182,-0.8973,-6.58580413,-20.060704129999998
001208.SZ,华菱线缆,10.0,4,5703246.0,9.978463747307973,2021-08-11 09:31:15,20210811,False,False,10.0,10.0,10.0,6.8661,10.0,0.0,36.8661
601126.SH,四方股份,10.0,2,5695378.0,5.513016845329241,2021-08-11 09:42:30,20210811,False,False,10.0,3.5421,5.0703,-10.0,-5.0388,0.0,13.5421
002455.SZ,百川股份,10.0,2,2809064.0,4.988962472406192,2021-08-11 11:00:46,20210811,False,False,4.5746,-6.7536,2.8807,-8.48,-3.6713,0.0,4.5746
002256.SZ,兆新股份,10.0,7,103212900.0,9.976247030878858,2021-08-12 09:30:00,20210812,True,False,10.0,6.0904,-10.0,-2.4691,-6.1181,0.0,16.0904
600361.SH,华联综超,10.10989011,3,32067437.0,10.10989010989011,2021-08-12 09:30:00,20210812,True,False,10.0,10.0,10.0,0.8996,-10.0,0.10989011000000026,31.00949011
601126.SH,四方股份,10.0,3,7810298.0,10.020876826722347,2021-08-12 09:30:00,20210812,True,False,3.5421,5.0703,-10.0,-5.0388,-4.2177,0.0,3.5421
600218.SH,全柴动力,8.02469136,2,,10.030864197530855,2021-08-12 09:30:00,20210812,True,False,4.2857,10.0,4.67,10.0,-10.0,-1.9753086399999997,2.3103913600000006
605589.SH,圣泉集团,10.0,2,1685726.0,9.992111490928206,2021-08-12 09:33:00,20210812,False,True,2.8448,-9.1818,-7.6017,-0.8033,1.9268,0.0,2.8448
001208.SZ,华菱线缆,10.0,5,3797245.0,9.921671018276758,2021-08-12 09:34:00,20210812,False,False,10.0,10.0,6.8661,10.0,-10.0,0.0,26.8661
600366.SH,宁波韵升,10.0,2,4743343.0,6.244864420706653,2021-08-12 13:19:15,20210812,False,False,-2.3152,-9.633,-1.5228,1.3746,-1.7797,0.0,-2.3152
603115.SH,海星股份,6.17503332,2,,-1.377165704131507,2021-08-12 14:05:40,20210812,False,False,-7.6569,-1.6765,-3.8249,-0.0958,-3.1175,-3.82496668,-11.48186668
002256.SZ,兆新股份,10.0,8,110765300.0,9.935205183585314,2021-08-13 09:30:00,20210813,True,False,6.0904,-10.0,-2.4691,-6.1181,-4.7191,0.0,6.0904
600361.SH,华联综超,10.0,4,34619600.0,9.980039920159681,2021-08-13 09:30:00,20210813,True,False,10.0,10.0,0.8996,-10.0,2.6403,0.0,20.8996
001208.SZ,华菱线缆,10.0,6,3212363.0,8.011869436201767,2021-08-13 09:30:30,20210813,False,True,10.0,6.8661,10.0,-10.0,-10.0,0.0,16.8661
600348.SH,华阳股份,7.65993266,2,,5.13468013468013,2021-08-13 10:01:30,20210813,False,False,-1.0946,-9.8814,0.1754,-1.1384,-3.2772,-2.34006734,-3.43466734
002518.SZ,科士达,10.0,2,1655323.0,3.668261562998412,2021-08-13 10:17:30,20210813,False,False,-6.2591,-10.0,0.0286,2.3482,10.0,0.0,-6.2591
601126.SH,四方股份,3.54206199,4,,4.933586337760907,2021-08-13 10:28:30,20210813,False,False,5.0703,-10.0,-5.0388,-4.2177,2.2017,-6.4579380099999995,-1.3876380099999999
000676.SZ,智度股份,10.0,2,5793839.0,4.084720121028738,2021-08-13 13:05:01,20210813,False,False,2.8886,-6.6845,2.149,5.6101,4.9137,0.0,2.8886
600032.SH,浙江新能,10.0,2,4502807.0,3.181427343078239,2021-08-13 14:47:13,20210813,False,False,10.0,-4.6908,-5.9657,-9.8335,0.3518,0.0,5.3092
002256.SZ,兆新股份,6.09037328,9,,10.019646365422393,2021-08-16 09:30:00,20210816,True,False,-10.0,-2.4691,-6.1181,-4.7191,10.0,-3.9096267200000003,-16.37872672
600361.SH,华联综超,10.0,5,27132101.0,9.981851179673319,2021-08-16 09:30:00,20210816,True,False,10.0,0.8996,-10.0,2.6403,-0.3215,0.0,10.8996
605588.SH,冠石科技,10.0,2,1977453.0,9.99309233248907,2021-08-16 09:30:00,20210816,True,False,10.0,10.0,10.0,-10.0,-2.8482,0.0,17.1518
001208.SZ,华菱线缆,10.0,7,2927074.0,9.978425026968724,2021-08-16 09:30:30,20210816,False,True,6.8661,10.0,-10.0,-10.0,-0.8243,0.0,6.8661
002882.SZ,金龙羽,10.0,2,4047000.0,9.96409335727109,2021-08-16 09:30:30,20210816,False,False,10.0,10.0,-5.2596,4.0569,-0.342,0.0,14.740400000000001
002155.SZ,湖南黄金,3.57470211,2,,4.032997250229143,2021-08-16 09:35:15,20210816,False,False,3.0088,-0.945,10.0,9.858,4.2355,-6.4252978899999995,-3.4164978899999996
600032.SH,浙江新能,10.0,3,6586965.0,1.407349491790473,2021-08-16 09:43:18,20210816,False,False,-4.6908,-5.9657,-9.8335,0.3518,1.227,0.0,-4.6908
000676.SZ,智度股份,2.88858322,3,,1.1004126547455306,2021-08-16 13:45:49,20210816,False,False,-6.6845,2.149,5.6101,4.9137,0.6329,-7.11141678,-13.795916779999999
300985.SZ,致远新能,20.0,2,435507.0,1.9541206457094344,2021-08-16 14:43:01,20210816,False,False,-15.0619,-8.9394,-6.9565,-4.0826,2.9231,10.0,-5.0619
600361.SH,华联综超,10.0,6,10339992.0,10.06600660066007,2021-08-17 09:30:00,20210817,True,False,0.8996,-10.0,2.6403,-0.3215,2.4194,0.0,0.8996
605588.SH,冠石科技,10.0,3,2118464.0,10.006280092108005,2021-08-17 09:30:00,20210817,True,False,10.0,10.0,-10.0,-2.8482,4.8561,0.0,7.1518
605167.SH,利柏特,-3.95778364,2,,10.026385224274412,2021-08-17 09:30:00,20210817,True,False,2.9304,-10.0,-6.5217,2.7484,0.6173,-13.95778364,-11.02738364
605011.SH,杭州热电,10.0,2,1780190.0,9.706546275395045,2021-08-17 09:32:00,20210817,False,True,10.0,-10.0,-10.0,-3.453,-3.052,0.0,-13.453
002882.SZ,金龙羽,10.0,3,217000.0,0.1632653061224455,2021-08-17 10:23:20,20210817,False,False,10.0,-5.2596,4.0569,-0.342,-10.0,0.0,4.7404
001208.SZ,华菱线缆,6.86611084,8,,5.689063266307014,2021-08-17 10:23:50,20210817,False,False,10.0,-10.0,-10.0,-0.8243,-0.1039,-3.13388916,-13.95818916
605588.SH,冠石科技,10.0,4,920134.0,10.00951474785919,2021-08-18 09:30:00,20210818,True,False,10.0,-10.0,-2.8482,4.8561,-6.1407,0.0,-2.8482
605069.SH,正和生态,10.0,2,9673931.0,10.012515644555705,2021-08-18 09:30:00,20210818,True,False,10.0,-10.0,-10.0,-2.3404,-5.0545,0.0,-12.340399999999999
001207.SZ,联科科技,10.0,2,463798.0,4.472516217138963,2021-08-18 09:30:30,20210818,False,True,-10.0,3.4483,-10.0,-6.331,1.7787,0.0,-6.5517
605011.SH,杭州热电,10.0,3,2341283.0,6.688551497743122,2021-08-18 09:31:00,20210818,False,False,-10.0,-10.0,-3.453,-3.052,10.0,0.0,-23.453
002986.SZ,宇新股份,10.0,2,406881.0,5.199698568198945,2021-08-18 09:31:15,20210818,False,False,6.0516,1.2059,-2.1702,3.2405,0.1475,0.0,6.0516
002941.SZ,新疆交建,10.0,2,5589361.0,3.568464730290454,2021-08-18 09:34:00,20210818,False,False,-9.5777,2.3353,-5.053,-4.1202,1.88,0.0,-9.5777
002599.SZ,盛通股份,10.0,2,5986400.0,3.9603960396039644,2021-08-18 09:39:15,20210818,False,False,10.0,10.0,10.0,-9.009,1.2376,0.0,20.991
003039.SZ,顺控发展,10.0,2,1632786.0,0.8512902367650789,2021-08-18 13:55:55,20210818,False,False,-10.0,-6.6631,-1.871,4.2241,-2.5612,0.0,-16.6631
002882.SZ,金龙羽,10.0,4,607400.0,-6.5281899109792345,2021-08-18 14:13:23,20210818,False,False,-5.2596,4.0569,-0.342,-10.0,1.753,0.0,-5.2596
002599.SZ,盛通股份,10.0,3,4674951.0,10.044977511244378,2021-08-19 09:30:00,20210819,True,False,10.0,10.0,-9.009,1.2376,10.0,0.0,10.991
605069.SH,正和生态,10.0,3,1115833.0,10.01137656427759,2021-08-19 09:30:00,20210819,True,False,-10.0,-10.0,-2.3404,-5.0545,-3.2584,0.0,-22.3404
002300.SZ,太阳电缆,10.0,2,4427054.0,8.40108401084011,2021-08-19 09:30:15,20210819,False,True,-8.867,-0.8108,5.1771,-2.7202,10.0,0.0,-8.867
605011.SH,杭州热电,-10.0,4,,8.168593808280496,2021-08-19 09:30:30,20210819,False,False,-10.0,-3.453,-3.052,10.0,2.102,-20.0,-33.453
605588.SH,冠石科技,10.0,5,213532.0,0.3286628610966921,2021-08-19 09:33:00,20210819,False,False,-10.0,-2.8482,4.8561,-6.1407,-5.318,0.0,-12.8482
605399.SH,晨光新材,10.0,2,248173.0,1.5004413062665432,2021-08-19 14:43:43,20210819,False,False,0.7756,-0.9554,-2.0632,10.0,0.4974,0.0,0.7756
002599.SZ,盛通股份,10.0,4,1294167.0,3.5422343324250654,2021-08-20 09:36:15,20210820,False,True,10.0,-9.009,1.2376,10.0,10.0,0.0,0.9909999999999997
002939.SZ,长城证券,10.0,2,7710266.0,2.214650766609879,2021-08-20 10:01:17,20210820,False,False,-4.6476,0.8123,-4.5125,-3.5443,-3.8495,0.0,-4.6476
600773.SH,西藏城投,10.0,2,100000.0,1.475728155339802,2021-08-20 14:38:04,20210820,False,False,-0.7766,4.9449,9.1186,-8.1081,2.4679,0.0,-0.7766
002529.SZ,海源复材,10.0,2,,-0.8695652173913052,2021-08-20 14:39:16,20210820,False,False,0.7415,10.0,-2.3194,-3.9726,0.5706,0.0,0.7415
605580.SH,恒盛能源,10.0,2,33952387.0,10.015060240963855,2021-08-23 09:30:00,20210823,True,False,10.0,10.0,10.0,2.0566,-9.2695,0.0,32.0566
002369.SZ,卓翼科技,10.0,2,9671400.0,7.107231920199506,2021-08-23 09:37:00,20210823,False,True,-9.2971,-6.375,0.0,-0.8011,4.0377,0.0,-9.2971
002599.SZ,盛通股份,10.0,5,6044416.0,3.7174721189590945,2021-08-23 09:43:15,20210823,False,False,-9.009,1.2376,10.0,10.0,10.0,0.0,-9.009
605580.SH,恒盛能源,10.0,3,38262278.0,9.993155373032176,2021-08-24 09:30:00,20210824,True,False,10.0,10.0,2.0566,-9.2695,0.4997,0.0,22.0566
002248.SZ,华东数控,10.0,2,42406886.0,9.987669543773126,2021-08-24 09:30:00,20210824,True,False,10.0,10.0,7.4143,10.0,10.0,0.0,27.4143
300809.SZ,华辰装备,20.0,2,599389.0,19.994514536478327,2021-08-24 09:30:00,20210824,True,False,4.2286,14.057,-3.3647,20.0,,10.0,14.2286
601882.SH,海天精工,10.0,2,4114799.0,9.988982739625408,2021-08-24 09:30:00,20210824,True,False,5.6093,6.8606,-3.6095,5.0952,-3.3294,0.0,5.6093
002369.SZ,卓翼科技,-9.29705215,3,,8.503401360544217,2021-08-24 09:31:00,20210824,False,True,-6.375,0.0,-0.8011,4.0377,-5.6921,-19.29705215,-25.67205215
600727.SH,鲁北化工,6.3729347,2,,2.2816679779700952,2021-08-24 10:14:49,20210824,False,False,-4.9556,-0.3891,4.375,1.4222,10.0,-3.6270653,-8.582665299999999
605580.SH,恒盛能源,10.0,4,37012784.0,10.018668326073424,2021-08-25 09:30:00,20210825,True,False,10.0,2.0566,-9.2695,0.4997,-10.0,0.0,12.0566
002248.SZ,华东数控,10.0,3,11038027.0,9.97757847533633,2021-08-25 09:30:00,20210825,True,False,10.0,7.4143,10.0,10.0,-9.3371,0.0,17.4143
600961.SH,株冶集团,10.0,2,3296221.0,9.999999999999998,2021-08-25 09:30:00,20210825,True,False,10.0,5.9354,-0.8511,1.4306,-10.0,0.0,15.9354
002897.SZ,意华股份,10.0,2,2718680.0,4.82483097725876,2021-08-25 09:31:00,20210825,False,True,6.4543,10.0,6.7287,-5.1643,0.8487,0.0,6.4543
003038.SZ,鑫铂股份,10.0,2,598500.0,9.533721898417982,2021-08-25 09:35:45,20210825,False,False,10.0,4.3531,0.5771,2.2623,-7.6948,0.0,14.353100000000001
601882.SH,海天精工,5.60934891,3,,6.67779632721202,2021-08-25 09:51:15,20210825,False,False,6.8606,-3.6095,5.0952,-3.3294,-10.0,-4.39065109,2.4699489099999994
600641.SH,万业企业,10.0,2,593820.0,1.6191210485736243,2021-08-25 11:23:33,20210825,False,False,-10.0,-0.3893,-0.1563,-1.4873,-5.88,0.0,-10.3893
605580.SH,恒盛能源,10.0,5,52997916.0,10.011312217194567,2021-08-26 09:30:00,20210826,True,False,2.0566,-9.2695,0.4997,-10.0,0.4294,0.0,2.0566
605577.SH,龙版传媒,10.0,2,30677545.0,10.010537407797674,2021-08-26 09:30:00,20210826,True,False,10.0,10.0,10.0,10.0,-1.8325,0.0,38.1675
003038.SZ,鑫铂股份,10.0,3,111200.0,4.087812263436784,2021-08-26 09:32:01,20210826,False,True,4.3531,0.5771,2.2623,-7.6948,3.4734,0.0,4.3531
600961.SH,株冶集团,10.0,3,5821545.0,4.214876033057849,2021-08-26 09:33:16,20210826,False,False,5.9354,-0.8511,1.4306,-10.0,-2.3511,0.0,5.9354
002897.SZ,意华股份,6.45431685,3,,4.777870913663037,2021-08-26 09:59:46,20210826,False,False,10.0,6.7287,-5.1643,0.8487,10.0,-3.5456831500000003,13.18301685
002248.SZ,华东数控,10.0,4,6319400.0,4.179408766564731,2021-08-26 10:14:20,20210826,False,False,7.4143,10.0,10.0,-9.3371,2.2013,0.0,7.4143
605580.SH,恒盛能源,2.05655527,6,,10.025706940874034,2021-08-27 09:30:00,20210827,True,False,-9.2695,0.4997,-10.0,0.4294,2.5046,-7.9434447299999995,-17.21294473
605577.SH,龙版传媒,10.0,3,26761471.0,9.961685823754799,2021-08-27 09:30:00,20210827,True,False,10.0,10.0,10.0,-1.8325,-1.0,0.0,28.1675
003038.SZ,鑫铂股份,4.35306263,4,,0.017205781142472672,2021-08-27 09:34:00,20210827,False,True,0.5771,2.2623,-7.6948,3.4734,0.7049,-5.64693737,-5.06983737
002248.SZ,华东数控,7.41427247,5,,1.9462465245597855,2021-08-27 10:04:31,20210827,False,False,10.0,10.0,-9.3371,2.2013,4.3846,-2.5857275299999998,8.07717247
600961.SH,株冶集团,5.93538693,4,,0.0,2021-08-27 13:33:30,20210827,False,False,-0.8511,1.4306,-10.0,-2.3511,-2.5682,-4.06461307,-4.91571307
605577.SH,龙版传媒,10.0,4,31764494.0,10.017421602787458,2021-08-30 09:30:00,20210830,True,False,10.0,10.0,-1.8325,-1.0,3.7037,0.0,18.1675
002599.SZ,盛通股份,10.0,2,2262880.0,4.949494949494952,2021-08-30 09:30:30,20210830,False,True,-10.0,-5.102,-1.2903,-5.2288,10.0,0.0,-15.102
603505.SH,金石资源,10.0,2,115210.0,-0.02462447672986459,2021-08-30 09:47:07,20210830,False,False,5.91,-6.9964,10.0,-6.0124,-1.231,0.0,5.91
002256.SZ,兆新股份,10.0,2,,2.214650766609879,2021-08-30 10:03:15,20210830,False,False,-5.5728,4.4262,-3.2967,-7.3052,5.2539,0.0,-5.5728
600243.SH,青海华鼎,10.0,2,3718700.0,-1.6949152542372856,2021-08-30 13:21:11,20210830,False,False,10.0,10.0,1.983,-6.5278,-10.0,0.0,21.983
605577.SH,龙版传媒,10.0,5,24929238.0,9.976247030878858,2021-08-31 09:30:00,20210831,True,False,10.0,-1.8325,-1.0,3.7037,-2.7922,0.0,8.1675
000815.SZ,美利云,10.0,2,31831096.0,10.0609756097561,2021-08-31 09:30:00,20210831,True,False,10.0,7.4307,-10.0,-8.4635,2.276,0.0,17.4307
600243.SH,青海华鼎,10.0,3,1803800.0,2.739726027397263,2021-08-31 09:32:46,20210831,False,True,10.0,1.983,-6.5278,-10.0,4.2904,0.0,11.983
002895.SZ,川恒股份,10.0,2,237700.0,0.692259282567649,2021-08-31 10:30:49,20210831,False,False,-1.6018,6.7442,-8.4695,-3.8976,7.8328,0.0,-1.6018
600096.SH,云天化,10.0,2,3690768.0,2.6257231864708497,2021-08-31 10:49:34,20210831,False,False,-5.7443,10.0,-3.6286,-3.1174,10.0,0.0,-5.7443
002539.SZ,云图控股,8.96892655,2,,-0.2118644067796565,2021-08-31 13:13:03,20210831,False,False,-5.8328,10.0,2.3154,-3.5474,7.1655,-1.0310734499999992,-6.863873449999999
605577.SH,龙版传媒,10.0,6,1181068.0,10.007199424046068,2021-09-01 09:30:00,20210901,True,False,-1.8325,-1.0,3.7037,-2.7922,-3.9412,0.0,-1.8325
000815.SZ,美利云,10.0,3,18368747.0,9.972299168975077,2021-09-01 09:30:30,20210901,False,True,7.4307,-10.0,-8.4635,2.276,-1.2517,0.0,7.4307
002774.SZ,快意电梯,10.0,2,3680375.0,7.179487179487173,2021-09-01 09:32:00,20210901,False,False,10.0,-4.0678,-10.0,0.4907,0.5859,0.0,5.9322
600295.SH,鄂尔多斯,6.64094792,2,,4.987599889776805,2021-09-01 09:39:01,20210901,False,False,1.2661,-10.0,-5.6138,4.6561,10.0,-3.3590520799999997,-2.09295208
600243.SH,青海华鼎,10.0,4,2296699.0,2.8037383177570048,2021-09-01 11:00:08,20210901,False,False,1.983,-6.5278,-10.0,4.2904,-4.1139,0.0,1.983
002774.SZ,快意电梯,10.0,3,4579663.0,9.972041006523767,2021-09-02 09:30:00,20210902,True,False,-4.0678,-10.0,0.4907,0.5859,-3.6893,0.0,-4.0678
000540.SZ,中天金融,10.0,2,66579025.0,10.0,2021-09-02 09:30:00,20210902,True,False,10.101,-4.2813,-1.5974,-3.2468,-2.0134,0.0,5.819700000000001
000935.SZ,四川双马,7.38255034,2,,5.369127516778535,2021-09-02 09:44:46,20210902,False,True,-10.0,-6.4134,1.2222,-2.1992,5.0265,-2.61744966,-19.03084966
002350.SZ,北京科锐,10.0,2,5248268.0,3.7593984962405878,2021-09-02 13:03:05,20210902,False,False,10.0,-4.7619,-6.3043,-4.7564,1.5834,0.0,5.2381
000815.SZ,美利云,7.43073048,4,,4.534005037783379,2021-09-02 13:57:56,20210902,False,False,-10.0,-8.4635,2.276,-1.2517,-2.3944,-2.5692695199999998,-21.03276952
002774.SZ,快意电梯,-4.06779661,4,,9.999999999999996,2021-09-03 09:30:00,20210903,True,False,-10.0,0.4907,0.5859,-3.6893,-2.2177,-14.06779661,-23.57709661
000540.SZ,中天金融,10.1010101,3,56153086.0,10.101010101010095,2021-09-03 09:30:00,20210903,True,False,-4.2813,-1.5974,-3.2468,-2.0134,0.0,0.10101009999999988,-4.1802899
002350.SZ,北京科锐,10.0,3,5277759.0,10.022779043280194,2021-09-03 09:30:00,20210903,True,False,-4.7619,-6.3043,-4.7564,1.5834,-3.5971,0.0,-4.7619
002487.SZ,大金重工,5.77507599,2,,10.030395136778118,2021-09-06 09:30:00,20210906,True,False,1.5086,1.8401,-5.8374,-0.2214,10.0,-4.22492401,-2.7163240099999997
600163.SH,中闽能源,10.0,2,14568171.0,10.043041606886659,2021-09-06 09:30:00,20210906,True,False,10.0,10.0,-7.9741,-3.5129,-1.0922,0.0,12.0259
600863.SH,内蒙华电,10.0,2,2177175.0,9.999999999999995,2021-09-06 09:30:00,20210906,True,False,4.2424,9.8837,-7.1429,-3.9886,10.0,0.0,4.2424
000791.SZ,甘肃电投,10.0,2,1287900.0,1.2658227848101156,2021-09-06 09:33:47,20210906,False,True,-1.3158,5.8333,-6.1417,-4.698,6.338,0.0,-1.3158
600011.SH,华能国际,3.82436261,2,,6.2322946175637455,2021-09-06 09:34:47,20210906,False,False,-3.0014,-0.1406,-1.6901,-2.8653,2.3599,-6.17563739,-9.17703739
603507.SH,振江股份,10.0,2,243334.0,0.19662921348314685,2021-09-06 09:57:02,20210906,False,False,-5.8223,-8.1074,-2.1245,-4.5222,10.0,0.0,-5.8223
002349.SZ,精华制药,5.23952096,2,,10.029940119760479,2021-09-07 09:30:00,20210907,True,False,1.138,-4.5007,-7.511,1.5924,-2.9781,-4.76047904,-3.62247904
600683.SH,京投发展,10.10309278,2,61903749.0,10.10309278350516,2021-09-07 09:30:00,20210907,True,False,10.0,10.0,10.0,3.2349,-7.3569,0.10309278000000077,33.33799278
600163.SH,中闽能源,10.0,3,5701806.0,5.345501955671449,2021-09-07 09:32:15,20210907,False,True,10.0,-7.9741,-3.5129,-1.0922,-0.4908,0.0,2.0259
600688.SH,上海石化,10.0,2,6089552.0,5.326876513317186,2021-09-07 13:00:10,20210907,False,False,-0.8811,0.6667,-3.9735,2.2989,6.0674,0.0,-0.8811
600683.SH,京投发展,10.0,3,56776918.0,9.925093632958808,2021-09-08 09:30:00,20210908,True,False,10.0,10.0,3.2349,-7.3569,-0.7353,0.0,23.2349
000537.SZ,广宇发展,10.0,2,50025060.0,9.948542024013722,2021-09-08 09:30:00,20210908,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
001215.SZ,千味央厨,10.0,2,16107326.0,10.008038585209011,2021-09-08 09:30:00,20210908,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600618.SH,氯碱化工,10.0,2,18862220.0,10.038022813688215,2021-09-08 09:30:00,20210908,True,False,10.0,10.0,6.9103,-4.4872,1.7897,0.0,26.9103
600163.SH,中闽能源,10.0,4,8740877.0,8.412322274881527,2021-09-08 09:30:45,20210908,False,True,-7.9741,-3.5129,-1.0922,-0.4908,1.1097,0.0,-7.9741
000852.SZ,石化机械,10.0,2,7958381.0,9.546165884194059,2021-09-08 09:31:45,20210908,False,False,10.0,0.2587,-10.0,1.7192,1.4085,0.0,10.2587
600725.SH,云维股份,10.0,2,11645000.0,7.692307692307699,2021-09-08 09:39:15,20210908,False,False,1.5284,1.0753,-4.0426,-7.0953,10.0,0.0,1.5284
603897.SH,长城科技,10.0,2,,4.578833693304546,2021-09-08 13:00:32,20210908,False,False,-2.1206,5.5366,-2.2999,-2.0623,-2.503,0.0,-2.1206
000681.SZ,视觉中国,10.0,2,3044303.0,7.106598984771568,2021-09-08 13:45:42,20210908,False,False,-10.0,-1.6656,2.3453,-6.3654,-0.7478,0.0,-11.6656
600683.SH,京投发展,10.0,4,29026386.0,10.051107325383303,2021-09-09 09:30:00,20210909,True,False,10.0,3.2349,-7.3569,-0.7353,8.5926,0.0,13.2349
000537.SZ,广宇发展,10.0,3,44601073.0,9.984399375975034,2021-09-09 09:30:00,20210909,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
001215.SZ,千味央厨,10.0,3,12533322.0,10.010960906101564,2021-09-09 09:30:00,20210909,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600618.SH,氯碱化工,10.0,3,8299768.0,10.02073255010366,2021-09-09 09:30:00,20210909,True,False,10.0,6.9103,-4.4872,1.7897,4.9451,0.0,16.9103
002748.SZ,世龙实业,10.0,2,12538600.0,10.053475935828871,2021-09-09 09:30:00,20210909,True,False,10.0,10.0,3.9357,-5.6414,6.3882,0.0,23.9357
000852.SZ,石化机械,10.0,3,11549754.0,9.53058321479374,2021-09-09 09:30:15,20210909,False,True,0.2587,-10.0,1.7192,1.4085,2.0833,0.0,0.2587
600367.SH,红星发展,10.0,2,3222908.0,5.707196029776686,2021-09-09 09:31:00,20210909,False,False,-3.2025,6.5704,3.1045,-0.8906,-6.0334,0.0,-3.2025
600725.SH,云维股份,1.52838428,3,,7.641921397379905,2021-09-09 09:31:30,20210909,False,False,1.0753,-4.0426,-7.0953,10.0,-3.4707,-8.471615719999999,-7.396315719999999
600740.SH,山西焦化,10.0,2,6305395.0,8.212560386473427,2021-09-09 10:11:46,20210909,False,False,0.9658,0.0,-6.4348,-0.3717,-5.2239,0.0,0.9658
000537.SZ,广宇发展,10.0,4,42202745.0,10.070921985815604,2021-09-10 09:30:00,20210910,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
001215.SZ,千味央厨,10.0,4,12848068.0,9.996678844237787,2021-09-10 09:30:00,20210910,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002748.SZ,世龙实业,10.0,3,8194270.0,10.009718172983492,2021-09-10 09:30:00,20210910,True,False,10.0,3.9357,-5.6414,6.3882,-10.0,0.0,13.9357
000816.SZ,智慧农业,10.1369863,2,29029000.0,10.136986301369854,2021-09-10 09:30:00,20210910,True,False,10.0,-5.2036,-0.2387,-9.0909,1.3158,0.13698630000000023,4.9333863000000004
000937.SZ,冀中能源,10.0,2,7234146.0,10.061919504643967,2021-09-10 09:30:00,20210910,True,False,10.0,10.0,8.1395,10.0,-10.0,0.0,28.139499999999998
000968.SZ,蓝焰控股,1.76619008,2,,10.008410428931871,2021-09-10 09:30:00,20210910,True,False,10.0,-2.3291,1.4615,-1.8196,5.7143,-8.23380992,-0.5629099200000005
001213.SZ,中铁特货,10.0,2,35780194.0,10.047846889952167,2021-09-10 09:30:00,20210910,True,False,10.0,10.0,1.7964,-10.0,-7.8431,0.0,21.7964
