,股票简称,昨收,前连板,昨开,昨首停,昨封单,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
603048.SH,浙江黎明,10.0,3,5.3866490416391235,2021-11-19 09:31:15,1097828.0,20211119,False,False,-3.2442,-5.2468,10.0,-4.5279,-1.9969,0.0,-3.2442
002270.SZ,华明装备,7.59137769,2,4.02999062792877,2021-11-19 09:42:30,,20211119,False,False,-0.4355,-2.9746,3.8774,3.2118,-3.9529,-2.40862231,-2.8441223100000004
002432.SZ,九安医疗,10.0,4,1.405622489959827,2021-11-19 09:44:30,4663518.0,20211119,False,False,10.0,10.0,10.0,10.0,-2.4284,0.0,37.571600000000004
600338.SH,西藏珠峰,8.34114339,2,4.02999062792877,2021-11-19 10:03:47,,20211119,False,False,2.8258,0.5889,-2.5091,1.5442,3.2948,-1.6588566100000008,1.1669433899999992
301072.SZ,中捷精工,20.0,2,-2.9665314401622584,2021-11-19 13:51:22,1352436.0,20211119,False,False,-1.5846,1.9536,20.0,-9.6333,-3.8835,10.0,8.4154
002943.SZ,宇晶股份,8.28647529,4,0.651080201242968,2021-11-19 13:52:12,,20211119,False,False,10.0,2.0621,10.0,,,-1.7135247099999997,10.34857529
002432.SZ,九安医疗,10.0,5,10.03649635036496,2021-11-22 09:25:00,8887549.0,20211122,False,True,10.0,10.0,10.0,-2.4284,10.0,0.0,27.5716
603213.SH,镇洋发展,10.0,7,10.0130890052356,2021-11-22 09:25:01,6607965.0,20211122,False,False,10.0,10.0,10.0,-10.0,2.3348,0.0,22.3348
002418.SZ,康盛股份,10.0,2,9.976247030878858,2021-11-22 09:30:33,15348100.0,20211122,False,False,-0.216,-2.5974,-5.5556,-2.1176,-2.8846,0.0,-0.216
603213.SH,镇洋发展,10.0,8,9.994051160023794,2021-11-23 09:30:00,3785746.0,20211123,True,False,10.0,10.0,-10.0,2.3348,-5.8252,0.0,12.3348
002432.SZ,九安医疗,10.0,6,10.033167495854055,2021-11-23 09:30:00,10014300.0,20211123,True,False,10.0,10.0,-2.4284,10.0,10.0,0.0,17.5716
603895.SH,天永智能,10.0,2,5.12483574244416,2021-11-23 09:30:30,1339500.0,20211123,False,True,10.0,-10.0,-8.1255,-1.9264,1.3393,0.0,-8.1255
600860.SH,京城股份,10.0,2,-4.107830551989734,2021-11-23 10:20:08,1412900.0,20211123,False,False,2.6838,-1.1364,5.2874,-1.0917,-2.2075,0.0,2.6838
600152.SH,维科技术,3.75,2,1.9318181818181808,2021-11-23 11:28:23,,20211123,False,False,-5.3669,2.3148,-3.5068,10.0,-3.1983,-6.25,-11.616900000000001
301022.SZ,海泰科,19.63766877,2,2.546573235344389,2021-11-23 14:44:02,,20211123,False,False,-0.2857,0.0,3.0802,-2.6129,-11.5884,9.637668770000001,9.351968770000001
603213.SH,镇洋发展,10.0,9,10.005408328826402,2021-11-24 09:30:00,3010600.0,20211124,True,False,10.0,-10.0,2.3348,-5.8252,0.2577,0.0,2.3348
002432.SZ,九安医疗,10.0,7,10.022607385079127,2021-11-24 09:30:00,10600293.0,20211124,True,False,10.0,-2.4284,10.0,10.0,10.0,0.0,7.5716
600212.SH,江泉实业,4.20841683,2,10.02004008016032,2021-11-24 09:30:00,,20211124,True,False,-9.0385,-6.1311,5.1802,-3.8544,-0.4454,-5.79158317,-14.830083170000002
603219.SH,富佳股份,10.0,2,10.033003300330043,2021-11-24 09:30:00,14171189.0,20211124,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603895.SH,天永智能,10.0,3,9.996017522899251,2021-11-24 09:30:15,933419.0,20211124,False,True,-10.0,-8.1255,-1.9264,1.3393,3.304,0.0,-18.125500000000002
605399.SH,晨光新材,6.75786035,2,2.0416496529195594,2021-11-24 09:41:30,,20211124,False,False,2.7156,-0.2979,-4.5752,-3.5812,-4.181,-3.2421396500000004,-0.5265396500000006
002210.SZ,飞马国际,5.1212938,2,1.078167115902966,2021-11-24 13:44:09,2345546.0,20211124,False,False,2.3077,5.0125,5.0119,5.0,,-4.8787062,-2.5710062
603213.SH,镇洋发展,10.0,10,9.980334316617508,2021-11-25 09:30:00,4352680.0,20211125,True,False,-10.0,2.3348,-5.8252,0.2577,-5.7584,0.0,-7.6652000000000005
002432.SZ,九安医疗,10.0,8,9.999999999999995,2021-11-25 09:30:00,13453974.0,20211125,True,False,-2.4284,10.0,10.0,10.0,1.8217,0.0,-2.4284
603219.SH,富佳股份,10.0,3,10.017996400719845,2021-11-25 09:30:00,29729037.0,20211125,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
000795.SZ,英洛华,10.0,2,4.25240054869684,2021-11-25 09:48:16,10788737.0,20211125,False,True,10.0,10.0,4.9485,2.7505,-7.8394,0.0,24.9485
300907.SZ,康平科技,16.87602403,2,9.229929000546157,2021-11-25 10:00:47,,20211125,False,False,-6.3084,3.4913,-4.3855,-4.0071,10.0,6.87602403,0.5676240300000002
000812.SZ,陕西金叶,10.0,2,0.9569377990430631,2021-11-25 11:27:17,9305073.0,20211125,False,False,5.0,10.0,3.3898,10.0,10.0,0.0,5.0
603219.SH,富佳股份,10.0,4,9.978189749182125,2021-11-26 09:30:00,28234271.0,20211126,True,False,10.0,10.0,10.0,-10.0,-6.5784,0.0,13.4216
600318.SH,新力金融,10.0,2,10.029791459781526,2021-11-26 09:30:00,33946283.0,20211126,True,False,10.0,10.0,-0.2983,-0.9723,-10.0,0.0,19.7017
000838.SZ,财信发展,10.1010101,2,4.2929292929292915,2021-11-26 09:30:46,13057568.0,20211126,False,True,-6.422,10.0,4.8998,-9.7665,2.5882,0.10101009999999988,-6.3209899
000795.SZ,英洛华,10.0,3,2.244389027431418,2021-11-26 09:40:46,14996100.0,20211126,False,False,10.0,4.9485,2.7505,-7.8394,-1.971,0.0,14.9485
000812.SZ,陕西金叶,5.0,3,0.0,2021-11-26 10:16:49,,20211126,False,False,10.0,3.3898,10.0,10.0,-5.2711,-5.0,8.389800000000001
603219.SH,富佳股份,10.0,5,10.014873574615763,2021-11-29 09:30:00,9129538.0,20211129,True,False,10.0,10.0,-10.0,-6.5784,0.9743,0.0,3.4215999999999998
600318.SH,新力金融,10.0,3,10.01805054151624,2021-11-29 09:30:00,63075284.0,20211129,True,False,10.0,-0.2983,-0.9723,-10.0,-5.8725,0.0,9.7017
605116.SH,奥锐特,10.0,2,10.005621135469372,2021-11-29 09:30:00,3481255.0,20211129,True,False,10.0,-10.0,-9.3395,-3.8133,-1.2426,0.0,-9.3395
000795.SZ,英洛华,10.0,4,6.009070294784573,2021-11-29 09:31:45,13536066.0,20211129,False,True,4.9485,2.7505,-7.8394,-1.971,-4.2328,0.0,4.9485
600351.SH,亚宝药业,10.0,2,6.325706594885608,2021-11-29 11:20:59,852680.0,20211129,False,False,6.12,-10.0,-3.9744,2.0027,-0.9162,0.0,6.12
603219.SH,富佳股份,10.0,6,10.004506534474983,2021-11-30 09:30:00,4097269.0,20211130,True,False,10.0,-10.0,-6.5784,0.9743,-3.4211,0.0,-6.5784
600318.SH,新力金融,10.0,4,10.008203445447093,2021-11-30 09:30:00,6434208.0,20211130,True,False,-0.2983,-0.9723,-10.0,-5.8725,5.3476,0.0,-0.2983
002374.SZ,中锐股份,10.0,2,10.059171597633144,2021-11-30 09:30:00,38222011.0,20211130,True,False,10.0,10.0,7.3333,-10.0,-9.4253,0.0,27.3333
600935.SH,华塑股份,10.0,2,9.935897435897438,2021-11-30 09:30:00,48609533.0,20211130,True,False,10.0,10.0,10.0,-10.0,-7.2904,0.0,12.7096
002537.SZ,海联金汇,9.89956958,2,5.451936872309898,2021-11-30 09:33:00,,20211130,False,True,1.5666,-5.6555,-3.1335,-4.3601,-2.6471,-0.10043042000000035,1.4661695799999996
002210.SZ,飞马国际,5.0,2,1.1363636363636322,2021-11-30 09:56:32,4253700.0,20211130,False,False,,-8.8745,1.9002,-10.0,-3.1088,-5.0,
605116.SH,奥锐特,10.0,3,8.32907511497189,2021-11-30 14:48:45,982646.0,20211130,False,False,-10.0,-9.3395,-3.8133,-1.2426,-2.6962,0.0,-19.3395
002374.SZ,中锐股份,10.0,3,9.946236559139775,2021-12-01 09:30:00,59355580.0,20211201,True,False,10.0,7.3333,-10.0,-9.4253,3.5533,0.0,17.3333
600935.SH,华塑股份,10.0,3,10.058309037900866,2021-12-01 09:30:00,46723055.0,20211201,True,False,10.0,10.0,-10.0,-7.2904,5.8978,0.0,2.7096
600847.SH,万里股份,10.0,2,9.813463098134624,2021-12-01 09:30:15,5080989.0,20211201,False,True,10.0,10.0,10.0,1.6066,-4.1439,0.0,31.6066
603219.SH,富佳股份,10.0,7,5.571487095452681,2021-12-01 09:30:30,2052087.0,20211201,False,False,-10.0,-6.5784,0.9743,-3.4211,2.9064,0.0,-16.578400000000002
002432.SZ,九安医疗,10.0,2,8.016877637130799,2021-12-01 09:40:02,1444100.0,20211201,False,False,1.8217,-7.9096,1.6871,-4.6254,-2.3722,0.0,1.8217
002243.SZ,力合科创,10.0,2,8.722741433021815,2021-12-01 10:02:32,2189100.0,20211201,False,False,-2.762,-8.5943,-4.0637,-3.0731,10.0,0.0,-2.762
300165.SZ,天瑞仪器,20.0,2,9.422492401215807,2021-12-01 10:09:19,9371178.0,20211201,False,False,-2.0253,-11.6279,-5.2632,-2.0062,1.4173,10.0,7.9747
002374.SZ,中锐股份,10.0,4,10.024449877750616,2021-12-02 09:30:00,44360927.0,20211202,True,False,7.3333,-10.0,-9.4253,3.5533,10.0,0.0,7.3333
600935.SH,华塑股份,10.0,4,10.066225165562923,2021-12-02 09:30:00,10067769.0,20211202,True,False,10.0,-10.0,-7.2904,5.8978,1.3614,0.0,-7.2904
600847.SH,万里股份,10.0,3,10.029498525073741,2021-12-02 09:30:00,3005144.0,20211202,True,False,10.0,10.0,1.6066,-4.1439,5.9158,0.0,21.6066
002803.SZ,吉宏股份,10.0,2,7.003891050583664,2021-12-02 09:31:00,6733921.0,20211202,False,True,-5.1724,-8.9044,0.6653,-1.5252,-1.9618,0.0,-5.1724
600421.SH,华嵘控股,10.0,2,8.278457196613349,2021-12-02 09:32:00,1223700.0,20211202,False,False,-10.0,-4.4677,-7.0647,0.2141,-0.5342,0.0,-14.4677
603499.SH,翔港科技,1.27523911,2,4.144527098831037,2021-12-02 09:32:30,,20211202,False,False,-6.4008,-8.0717,2.561,-0.8323,2.9976,-8.72476089,-15.125560890000001
002584.SZ,西陇科学,10.0,2,6.257378984651704,2021-12-02 10:37:47,1260100.0,20211202,False,False,-10.0,-8.2241,-3.3766,0.0,-0.8065,0.0,-18.2241
002374.SZ,中锐股份,7.33333333,5,5.555555555555555,2021-12-03 09:31:00,,20211203,False,True,-10.0,-9.4253,3.5533,10.0,10.0,-2.6666666699999997,-22.091966669999998
002803.SZ,吉宏股份,-5.17241379,3,9.991158267020326,2021-12-03 09:31:00,,20211203,False,False,-8.9044,0.6653,-1.5252,-1.9618,0.5793,-15.17241379,-24.076813790000003
002490.SZ,山东墨龙,4.01606426,2,2.0080321285140488,2021-12-03 09:32:30,,20211203,False,False,-6.7568,10.0,0.0,-2.0716,-0.7692,-5.98393574,-12.74073574
600860.SH,京城股份,10.0,2,3.541472506989739,2021-12-03 09:35:01,3485288.0,20211203,False,False,10.0,10.0,10.0,10.0,3.6458,0.0,43.6458
600935.SH,华塑股份,10.0,5,0.24067388688326802,2021-12-03 10:01:17,619963.0,20211203,False,False,-10.0,-7.2904,5.8978,1.3614,-3.1746,0.0,-17.290399999999998
600847.SH,万里股份,10.0,4,5.8981233243967885,2021-12-03 13:43:37,389900.0,20211203,False,False,10.0,1.6066,-4.1439,5.9158,1.2352,0.0,11.6066
002232.SZ,启明信息,9.74264706,2,9.987745098039209,2021-12-06 09:30:00,,20211206,True,False,10.0,3.8579,10.0,10.0,10.0,-0.25735294000000053,13.60054706
600807.SH,济南高新,10.1010101,2,10.10101010101011,2021-12-06 09:30:00,10974090.0,20211206,True,False,10.0,-8.75,-6.8493,3.9216,-5.1887,0.10101009999999988,1.3510100999999999
600847.SH,万里股份,10.0,5,0.0,2021-12-06 09:33:00,1664775.0,20211206,False,True,1.6066,-4.1439,5.9158,1.2352,-0.5836,0.0,1.6066
002970.SZ,锐明技术,4.14078675,2,3.20910973084887,2021-12-06 09:33:30,,20211206,False,False,-6.7992,-3.5836,2.0575,-1.6042,3.3488,-5.85921325,-12.658413249999999
600860.SH,京城股份,10.0,3,9.322033898305081,2021-12-06 09:33:45,4077100.0,20211206,False,False,10.0,10.0,10.0,3.6458,-0.1675,0.0,33.6458
600860.SH,京城股份,10.0,4,2.3882896764252597,2021-12-07 09:32:15,2381968.0,20211207,False,True,10.0,10.0,3.6458,-0.1675,10.0,0.0,23.6458
600807.SH,济南高新,10.0,3,7.798165137614675,2021-12-07 09:32:15,7103529.0,20211207,False,False,-8.75,-6.8493,3.9216,-5.1887,2.2388,0.0,-8.75
600847.SH,万里股份,1.6066482,6,6.925207756232687,2021-12-07 09:33:30,,20211207,False,False,-4.1439,5.9158,1.2352,-0.5836,4.3223,-8.3933518,-12.5372518
002265.SZ,西仪股份,10.0,2,10.029791459781526,2021-12-08 09:30:00,35257000.0,20211208,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600698.SH,湖南天雁,10.0,2,9.950248756218915,2021-12-08 09:30:00,14124400.0,20211208,True,False,10.0,10.0,10.0,10.0,-6.9444,0.0,33.0556
603335.SH,迪生力,10.0,2,10.048622366288495,2021-12-08 09:30:00,11938953.0,20211208,True,False,10.0,10.0,-1.9465,10.0,-8.23,0.0,18.0535
002725.SZ,跃岭股份,10.0,2,4.24028268551236,2021-12-08 09:31:15,3205688.0,20211208,False,True,10.0,10.0,10.0,10.0,-1.2436,0.0,38.7564
603213.SH,镇洋发展,10.0,2,2.890739833414992,2021-12-08 09:33:30,2400293.0,20211208,False,False,-4.2316,10.0,10.0,10.0,-3.9133,0.0,-4.2316
600860.SH,京城股份,10.0,5,5.88235294117647,2021-12-08 09:40:15,5855760.0,20211208,False,False,10.0,3.6458,-0.1675,10.0,,0.0,13.6458
