,股票简称,昨收,前连板,昨封单,昨开,昨首停,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
003039.SZ,顺控发展,10.0,15,1916253.0,5.986903648269416,2021-03-29 09:38:15,20210329,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603196.SH,日播时尚,10.0,2,414600.0,7.0878274268104775,2021-03-29 11:06:41,20210329,False,False,-2.521,2.7299,-0.5594,10.0,-7.6726,0.0,-2.521
002378.SZ,章源钨业,2.23529412,2,,0.4705882352941076,2021-03-29 13:18:48,20210329,False,False,0.2301,-1.2629,-1.6279,-4.6099,-1.3631,-7.76470588,-7.53460588
000809.SZ,铁岭新城,-7.30593607,2,,10.045662100456632,2021-03-30 09:30:00,20210330,True,False,-5.9113,-0.5236,0.0,0.5263,1.0471,-17.30593607,-23.217236070000002
003040.SZ,楚天龙,10.0,6,49706109.0,9.972041006523767,2021-03-30 09:30:00,20210330,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600540.SH,新赛股份,10.0,3,24401527.0,10.015898251192366,2021-03-30 09:30:00,20210330,True,False,10.0,6.4389,-9.1358,-7.2011,2.0498,0.0,16.4389
603759.SH,海天股份,10.0,2,16631624.0,10.028169014084513,2021-03-30 09:30:00,20210330,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002941.SZ,新疆交建,10.0,2,10135663.0,10.007468259895443,2021-03-30 09:30:15,20210330,False,True,10.0,-10.0,-6.3786,0.9524,-1.8868,0.0,-6.3786
605055.SH,迎丰股份,10.0,3,9053147.0,6.4874884151992696,2021-03-30 09:31:00,20210330,False,False,10.0,-3.9816,1.3557,-10.0,5.9441,0.0,6.0184
002168.SZ,惠程科技,0.0,2,,3.485254691689005,2021-03-30 09:31:45,20210330,False,False,0.8043,-4.7872,0.2793,0.2786,5.0,-10.0,-9.1957
600780.SH,通宝能源,2.6128266,2,,6.888361045130642,2021-03-30 09:32:15,20210330,False,False,10.0,10.1053,-2.1033,-7.4219,-1.8987,-7.3871734,10.6148266
605199.SH,葫芦娃,0.1484781,3,,9.98515219005196,2021-03-30 09:33:00,20210330,False,False,0.6301,-8.4346,-0.2011,2.7811,10.0,-9.8515219,-9.2214219
603080.SH,新疆火炬,10.0,2,3957161.0,9.374999999999998,2021-03-30 09:33:00,20210330,False,False,10.0,2.829,10.0,-10.0,-0.9668,0.0,12.829
002269.SZ,美邦服饰,10.0,3,19661200.0,3.7735849056603805,2021-03-30 09:33:15,20210330,False,False,9.8712,10.1563,10.0,10.0,10.0,0.0,9.8712
600956.SH,新天绿能,10.0,2,2939801.0,5.0892267019167186,2021-03-30 09:42:15,20210330,False,False,-7.8125,-10.0,-6.9515,10.0,10.0,0.0,-7.8125
002658.SZ,雪迪龙,10.0,3,5920334.0,4.778761061946895,2021-03-30 09:47:15,20210330,False,False,10.0,-10.0,-10.0,1.4453,1.7809,0.0,-8.5547
002907.SZ,华森制药,0.66617321,2,,1.2583271650629158,2021-03-30 10:07:15,20210330,False,False,-6.6176,-1.4173,1.278,-1.0252,2.4701,-9.33382679,-15.95142679
600917.SH,重庆燃气,10.0,4,2229751.0,3.8175046554934835,2021-03-30 10:49:46,20210330,False,False,-1.7782,-3.1897,3.4728,10.0,-5.5556,0.0,-1.7782
003039.SZ,顺控发展,10.0,16,1295714.0,4.8752834467120145,2021-03-30 11:04:47,20210330,False,False,10.0,10.0,10.0,10.0,,0.0,
605169.SH,洪通燃气,10.0,2,1556250.0,0.0,2021-03-30 13:27:49,20210330,False,False,-4.2105,-9.0267,-0.0863,-0.2159,4.8031,0.0,-4.2105
002060.SZ,粤水电,8.31295844,2,,1.4669926650366871,2021-03-30 14:44:08,20210330,False,False,-9.0293,-2.9777,-4.3478,0.8021,0.0,-1.6870415600000008,-10.71634156
000065.SZ,北方国际,10.0,2,1837155.0,10.000000000000014,2021-03-31 09:30:00,20210331,True,False,10.0,7.9731,-2.9359,-1.0082,-10.0,0.0,17.9731
600339.SH,中油工程,10.0,2,3955060.0,10.030395136778118,2021-03-31 09:30:00,20210331,True,False,-7.7348,-7.485,-0.9709,-0.6536,-1.6447,0.0,-7.7348
002828.SZ,贝肯能源,5.04115226,2,,9.979423868312745,2021-03-31 09:30:00,20210331,True,False,-10.0,-7.3993,1.0576,0.2326,-3.1323,-4.95884774,-22.35814774
000617.SZ,中油资本,7.04787234,2,,9.97340425531915,2021-03-31 09:30:00,20210331,True,False,-10.0,-7.7241,-0.299,-1.1994,-3.0349,-2.9521276600000004,-20.676227660000002
000151.SZ,中成股份,10.0,2,13320338.0,10.0113765642776,2021-03-31 09:30:00,20210331,True,False,10.0,-9.4925,-6.7497,-0.8909,-7.4157,0.0,0.5075000000000003
603759.SH,海天股份,10.0,3,13265987.0,9.984639016897077,2021-03-31 09:30:00,20210331,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603988.SH,中电电机,10.0,2,7314190.0,9.999999999999998,2021-03-31 09:30:00,20210331,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
600540.SH,新赛股份,10.0,4,31693062.0,9.97109826589596,2021-03-31 09:30:00,20210331,True,False,6.4389,-9.1358,-7.2011,2.0498,-10.0,0.0,6.4389
003040.SZ,楚天龙,10.0,7,32920973.0,9.999999999999996,2021-03-31 09:30:00,20210331,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002941.SZ,新疆交建,10.0,3,2225000.0,9.979633401221989,2021-03-31 09:30:00,20210331,True,False,-10.0,-6.3786,0.9524,-1.8868,-6.4349,0.0,-16.3786
603080.SH,新疆火炬,10.0,3,171200.0,8.592692828146154,2021-03-31 09:30:15,20210331,False,True,2.829,10.0,-10.0,-0.9668,-5.9182,0.0,2.829
605055.SH,迎丰股份,10.0,4,4244972.0,8.003369839932613,2021-03-31 09:30:30,20210331,False,False,-3.9816,1.3557,-10.0,5.9441,3.8779,0.0,-3.9816
002383.SZ,合众思壮,-0.63391442,2,,4.278922345483367,2021-03-31 09:31:00,20210331,False,False,-3.5088,-2.8099,-1.7007,1.0381,10.0,-10.63391442,-14.14271442
002162.SZ,悦心健康,-0.19083969,2,,0.9541984732824393,2021-03-31 09:33:30,20210331,False,False,10.0,10.0,1.2638,3.9002,-1.0511,-10.19083969,11.07296031
002893.SZ,华通热力,10.0,2,1219466.0,0.24896265560165443,2021-03-31 09:41:30,20210331,False,False,-9.5777,-10.0,5.5607,2.8973,-0.0853,0.0,-9.5777
600578.SH,京能电力,10.0,2,,5.79345088161209,2021-03-31 09:53:45,20210331,False,False,-6.1785,-7.3171,-0.2632,0.7916,-6.8063,0.0,-6.1785
003039.SZ,顺控发展,10.0,17,1592726.0,2.190157175985556,2021-03-31 09:56:30,20210331,False,False,10.0,10.0,10.0,,,0.0,
002658.SZ,雪迪龙,10.0,4,5182628.0,0.08045052292839733,2021-03-31 10:34:54,20210331,False,False,-10.0,-10.0,1.4453,1.7809,-10.0,0.0,-18.5547
002269.SZ,美邦服饰,9.87124464,4,32898238.0,0.0,2021-03-31 14:56:07,20210331,False,False,10.1563,10.0,10.0,10.0,-0.5333,-0.12875535999999954,39.494244640000005
003040.SZ,楚天龙,10.0,8,60656530.0,10.015408320493057,2021-04-01 09:30:00,20210401,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603759.SH,海天股份,10.0,4,18880614.0,10.00931098696461,2021-04-01 09:30:00,20210401,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
000151.SZ,中成股份,10.0,3,950203.0,10.031023784901764,2021-04-01 09:30:00,20210401,True,False,-9.4925,-6.7497,-0.8909,-7.4157,-0.2427,0.0,-9.4925
603988.SH,中电电机,10.0,3,7093539.0,9.993979530403372,2021-04-01 09:30:00,20210401,True,False,10.0,10.0,10.0,-10.0,-9.4564,0.0,10.5436
003001.SZ,中岩大地,10.0,2,2325863.0,9.992132179386298,2021-04-01 09:30:00,20210401,True,False,10.0,10.0,10.0,8.941,-10.0,0.0,38.941
003036.SZ,泰坦股份,10.0,2,5576059.0,9.952925353059868,2021-04-01 09:30:15,20210401,False,True,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600540.SH,新赛股份,6.43889619,5,,9.986859395532178,2021-04-01 09:31:00,20210401,False,False,-9.1358,-7.2011,2.0498,-10.0,-2.2329,-3.5611038099999996,-12.696903809999998
002210.SZ,飞马国际,5.01672241,2,2105000.0,0.3344481605351099,2021-04-01 09:35:15,20210401,False,False,-5.0955,1.6779,4.9505,-1.8868,0.3205,-4.98327759,-10.078777590000001
002269.SZ,美邦服饰,10.15625,5,30848800.0,0.0,2021-04-01 09:36:45,20210401,False,False,10.0,10.0,10.0,-0.5333,-7.2386,0.15625,29.62295
003039.SZ,顺控发展,10.0,18,1292573.0,7.285078472710236,2021-04-01 09:40:30,20210401,False,False,10.0,10.0,,,,0.0,
605055.SH,迎丰股份,-3.98162328,5,,3.3690658499234263,2021-04-01 09:42:15,20210401,False,False,1.3557,-10.0,5.9441,3.8779,1.4297,-13.98162328,-12.62592328
600509.SH,天富能源,0.14044944,2,,2.8089887640449462,2021-04-01 10:05:00,20210401,False,False,10.0,10.0,-1.8561,-10.0,-8.41,-9.85955056,8.28434944
000065.SZ,北方国际,10.0,3,6279706.0,-1.6913319238900648,2021-04-01 10:37:01,20210401,False,False,7.9731,-2.9359,-1.0082,-10.0,-4.9332,0.0,7.9731
603080.SH,新疆火炬,2.82902829,4,,-9.594095940959424,2021-04-01 13:32:33,20210401,False,False,10.0,-10.0,-0.9668,-5.9182,-0.9079,-7.17097171,-8.137771709999999
003040.SZ,楚天龙,10.0,9,52924996.0,10.014005602240907,2021-04-02 09:30:00,20210402,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603759.SH,海天股份,10.0,5,11470929.0,9.987304274227675,2021-04-02 09:30:00,20210402,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603988.SH,中电电机,10.0,4,10154206.0,10.016420361247958,2021-04-02 09:30:00,20210402,True,False,10.0,10.0,-10.0,-9.4564,-0.4541,0.0,0.5435999999999996
003036.SZ,泰坦股份,10.0,3,2614495.0,10.024449877750616,2021-04-02 09:30:00,20210402,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
001896.SZ,豫能控股,10.0,2,23573814.0,9.97409326424871,2021-04-02 09:30:00,20210402,True,False,10.0,10.0,-9.5424,10.0,10.0,0.0,10.4576
000065.SZ,北方国际,7.97310279,4,,8.837656099903938,2021-04-02 09:30:15,20210402,False,True,-2.9359,-1.0082,-10.0,-4.9332,0.4324,-2.0268972099999996,-4.96279721
002269.SZ,美邦服饰,10.0,6,23955500.0,6.3829787234042605,2021-04-02 09:30:45,20210402,False,False,10.0,10.0,-0.5333,-7.2386,4.6243,0.0,19.4667
605208.SH,永茂泰,10.0,2,2163271.0,6.003039513677805,2021-04-02 09:32:15,20210402,False,False,10.0,10.0,-10.0,-8.9093,2.6105,0.0,1.0907
003039.SZ,顺控发展,10.0,19,1954525.0,7.921635434412263,2021-04-02 09:49:01,20210402,False,False,10.0,,,,,0.0,
002992.SZ,宝明科技,10.0,2,1481456.0,-5.856465809072446,2021-04-02 09:52:16,20210402,False,False,-7.5716,-3.663,-7.57,-0.6358,-2.9733,0.0,-7.5716
002542.SZ,中化岩土,10.0,2,6997300.0,-2.140672782874613,2021-04-02 09:53:31,20210402,False,False,10.0,-0.2525,-9.8734,5.0562,-6.9519,0.0,9.7475
002289.SZ,宇顺电子,4.94417863,2,462700.0,2.711323763955356,2021-04-02 11:19:56,20210402,False,False,5.0152,-3.7627,-3.1579,4.9689,0.5917,-5.05582137,-0.04062137000000021
003001.SZ,中岩大地,10.0,3,141500.0,-2.2412970910824934,2021-04-02 14:06:27,20210402,False,False,10.0,10.0,8.941,-10.0,-10.0,0.0,28.941000000000003
003040.SZ,楚天龙,10.0,10,25775563.0,9.993634627625717,2021-04-06 09:30:00,20210406,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
003026.SZ,中晶科技,10.0,2,1908292.0,10.001234720335855,2021-04-06 09:30:00,20210406,True,False,2.1439,-6.0549,-4.4333,-0.7711,0.4687,0.0,2.1439
603759.SH,海天股份,10.0,6,10780657.0,10.003847633705277,2021-04-06 09:30:00,20210406,True,False,10.0,10.0,10.0,10.0,-5.4215,0.0,34.5785
603112.SH,华翔股份,10.0,2,1688426.0,10.028248587570621,2021-04-06 09:30:00,20210406,True,False,10.0,-10.0,-10.0,0.216,-8.046,0.0,-9.784
002542.SZ,中化岩土,10.0,3,32067595.0,9.999999999999996,2021-04-06 09:30:00,20210406,True,False,-0.2525,-9.8734,5.0562,-6.9519,-2.0115,0.0,-0.2525
000862.SZ,银星能源,10.0,2,33426740.0,9.98278829604131,2021-04-06 09:30:00,20210406,True,False,10.0,-6.5434,-8.9802,10.0,-10.0,0.0,3.4566
002119.SZ,康强电子,4.76644423,2,,10.009532888465193,2021-04-06 09:30:00,20210406,True,False,-3.5487,0.9434,-3.4579,-3.2914,1.7017,-5.23355577,-8.782255769999999
603988.SH,中电电机,10.0,5,4201181.0,7.711442786069637,2021-04-06 09:30:30,20210406,False,True,10.0,-10.0,-9.4564,-0.4541,-10.0,0.0,-9.4564
605208.SH,永茂泰,10.0,3,1741919.0,8.566493955094993,2021-04-06 09:31:30,20210406,False,False,10.0,-10.0,-8.9093,2.6105,-6.7503,0.0,-8.9093
001896.SZ,豫能控股,10.0,3,15072222.0,10.011778563015309,2021-04-06 09:31:45,20210406,False,False,10.0,-9.5424,10.0,10.0,-10.0,0.0,0.45759999999999934
002878.SZ,元隆雅图,2.76360544,2,,6.249999999999996,2021-04-06 09:32:00,20210406,False,False,-0.8688,-2.3372,3.3333,-0.8271,-2.2936,-7.23639456,-8.10519456
003036.SZ,泰坦股份,10.0,4,2272800.0,9.94444444444444,2021-04-06 09:32:15,20210406,False,False,10.0,10.0,10.0,-10.0,-10.0,0.0,10.0
603693.SH,江苏新能,10.0,2,4326322.0,1.84361093452002,2021-04-06 09:33:30,20210406,False,False,-5.2023,-10.0,-2.9133,3.6985,-6.7968,0.0,-5.2023
000608.SZ,阳光股份,-0.73891626,2,,-0.2463054187192066,2021-04-06 09:33:45,20210406,False,False,8.6849,-10.0,0.0,-0.5076,-4.8469,-10.73891626,-2.054016259999999
003039.SZ,顺控发展,10.0,20,3004838.0,9.910956252419677,2021-04-06 09:38:30,20210406,False,False,,,,,,0.0,
002289.SZ,宇顺电子,5.01519757,3,734300.0,4.407294832826748,2021-04-06 09:39:30,20210406,False,False,-3.7627,-3.1579,4.9689,0.5917,5.0,-4.98480243,-8.74750243
002269.SZ,美邦服饰,10.0,7,11920409.0,3.225806451612906,2021-04-06 10:04:15,20210406,False,False,10.0,-0.5333,-7.2386,4.6243,-10.0,0.0,9.4667
003001.SZ,中岩大地,10.0,4,264220.0,-4.508996314762639,2021-04-06 14:36:01,20210406,False,False,10.0,8.941,-10.0,-10.0,-5.7056,0.0,18.941000000000003
003040.SZ,楚天龙,10.0,11,14164570.0,10.011574074074076,2021-04-07 09:30:00,20210407,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600702.SH,舍得酒业,-5.00054354,2,,5.0005435373410245,2021-04-07 09:30:00,20210407,True,False,3.513,3.438,5.0016,-4.9975,5.0032,-15.000543539999999,-11.487543539999999
603759.SH,海天股份,10.0,7,11997801.0,10.003497726477788,2021-04-07 09:30:00,20210407,True,False,10.0,10.0,10.0,-5.4215,-10.0,0.0,24.5785
603988.SH,中电电机,10.0,6,3073404.0,9.995477159656268,2021-04-07 09:30:00,20210407,True,False,-10.0,-9.4564,-0.4541,-10.0,-0.3378,0.0,-19.456400000000002
600379.SH,宝光股份,10.0,2,9823616.0,10.010111223458042,2021-04-07 09:30:00,20210407,True,False,-4.6875,-10.0,-1.5005,-4.8966,-3.3181,0.0,-4.6875
003036.SZ,泰坦股份,10.0,5,5699613.0,10.000000000000002,2021-04-07 09:30:00,20210407,True,False,10.0,10.0,-10.0,-10.0,-7.3536,0.0,-7.3536
001896.SZ,豫能控股,10.0,4,22506391.0,9.957173447537471,2021-04-07 09:30:00,20210407,True,False,-9.5424,10.0,10.0,-10.0,-9.6838,0.0,-9.5424
000862.SZ,银星能源,10.0,3,22191441.0,10.01564945226918,2021-04-07 09:30:00,20210407,True,False,-6.5434,-8.9802,10.0,-10.0,-3.0405,0.0,-6.5434
002762.SZ,金发拉比,10.0,2,21266298.0,10.040705563093614,2021-04-07 09:30:00,20210407,True,False,10.0,10.0,10.0,10.0,5.9815,0.0,45.9815
605208.SH,永茂泰,10.0,4,1784372.0,9.795918367346932,2021-04-07 09:30:45,20210407,False,True,-10.0,-8.9093,2.6105,-6.7503,1.1641,0.0,-18.9093
600715.SH,文投控股,10.0,2,8492140.0,3.4749034749034866,2021-04-07 09:33:45,20210407,False,False,-5.2632,10.0,10.101,-10.0,-2.0408,0.0,-5.2632
600983.SH,惠而浦,9.85442329,2,,9.966405375139985,2021-04-07 09:34:15,20210407,False,False,-10.0,0.7928,-3.0337,-1.5064,-2.5882,-0.14557671000000028,-9.35277671
600215.SH,派斯林,5.04731861,2,434380.0,4.100946372239744,2021-04-07 09:34:45,20210407,False,False,-4.8048,1.735,4.9612,-0.4431,1.0386,-4.95268139,-9.75748139
002269.SZ,美邦服饰,10.0,8,26135800.0,5.571847507331376,2021-04-07 09:43:17,20210407,False,False,-0.5333,-7.2386,4.6243,-10.0,-9.2025,0.0,-0.5333
003026.SZ,中晶科技,2.14389943,3,,4.3888202940846295,2021-04-07 09:57:18,20210407,False,False,-6.0549,-4.4333,-0.7711,0.4687,-2.3941,-7.856100570000001,-13.91100057
600610.SH,中毅达,1.72955975,2,,0.6289308176100634,2021-04-07 11:11:50,20210407,False,False,4.3277,5.037,0.4231,-5.0562,5.0296,-8.27044025,-3.94274025
003001.SZ,中岩大地,10.0,5,271077.0,4.454079621600311,2021-04-07 13:00:05,20210407,False,False,8.941,-10.0,-10.0,-5.7056,-7.0844,0.0,8.941
300931.SZ,通用电梯,20.0,2,2563446.0,11.495601173020532,2021-04-07 13:11:05,20210407,False,False,4.9853,-9.6834,-0.6186,-4.0975,-0.1082,10.0,14.985299999999999
603112.SH,华翔股份,10.0,3,2385700.0,-1.1553273427471098,2021-04-07 13:43:55,20210407,False,False,-10.0,-10.0,0.216,-8.046,0.625,0.0,-19.784
003040.SZ,楚天龙,10.0,12,17172402.0,9.994739610731186,2021-04-08 09:30:00,20210408,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
603759.SH,海天股份,10.0,8,3284153.0,10.015898251192377,2021-04-08 09:30:00,20210408,True,False,10.0,10.0,-5.4215,-10.0,-5.6117,0.0,14.5785
003043.SZ,华亚智能,10.0,2,3083900.0,10.006373486297017,2021-04-08 09:30:00,20210408,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
003036.SZ,泰坦股份,10.0,6,3560368.0,10.009182736455461,2021-04-08 09:30:00,20210408,True,False,10.0,-10.0,-10.0,-7.3536,-4.2973,0.0,-17.3536
001896.SZ,豫能控股,-9.54235638,5,,10.029211295034091,2021-04-08 09:30:00,20210408,True,False,10.0,10.0,-10.0,-9.6838,-6.0175,-19.54235638,-19.22615638
000862.SZ,银星能源,-6.54338549,4,,9.957325746799432,2021-04-08 09:30:00,20210408,True,False,-8.9802,10.0,-10.0,-3.0405,-5.0523,-16.54338549,-25.52358549
002762.SZ,金发拉比,10.0,3,30680063.0,9.987669543773126,2021-04-08 09:30:00,20210408,True,False,10.0,10.0,10.0,5.9815,10.0,0.0,35.9815
003042.SZ,中农联合,10.0,2,4279164.0,10.011709601873543,2021-04-08 09:30:00,20210408,True,False,10.0,10.0,10.0,-10.0,-10.0,0.0,10.0
600956.SH,新天绿能,10.0,2,5366856.0,10.032154340836005,2021-04-08 09:30:00,20210408,True,False,-7.3641,2.1451,-10.0,0.755,0.0681,0.0,-7.3641
000966.SZ,长源电力,10.0,2,11715298.0,9.978308026030367,2021-04-08 09:30:00,20210408,True,False,10.0,10.0,-3.912,-4.2409,-8.326,0.0,16.088
003041.SZ,真爱美家,10.0,2,2654137.0,9.996492458786383,2021-04-08 09:30:00,20210408,True,False,10.0,10.0,10.0,10.0,-8.6,0.0,31.4
002639.SZ,雪人股份,10.0,2,1844200.0,9.944751381215465,2021-04-08 09:30:00,20210408,True,False,10.0,3.8813,-10.0,-1.8315,0.7463,0.0,13.8813
605208.SH,永茂泰,-10.0,5,,8.418949771689507,2021-04-08 09:30:30,20210408,False,True,-8.9093,2.6105,-6.7503,1.1641,10.0,-20.0,-28.9093
002161.SZ,远望谷,10.0,2,783700.0,1.3986013986013999,2021-04-08 09:46:00,20210408,False,False,-6.6773,1.0221,-1.855,-4.1237,-9.4982,0.0,-6.6773
605299.SH,舒华体育,10.0,2,4605218.0,5.434782608695638,2021-04-08 09:51:45,20210408,False,False,10.0,-10.0,-10.0,-5.0881,1.4433,0.0,-15.0881
002564.SZ,天沃科技,-2.70935961,2,,1.4778325123152833,2021-04-08 10:05:00,20210408,False,False,-4.3038,3.1746,-5.8974,-1.0899,1.9284,-12.70935961,-17.01315961
600379.SH,宝光股份,-4.6875,3,,1.1948529411764615,2021-04-08 11:04:00,20210408,False,False,-10.0,-1.5005,-4.8966,-3.3181,-1.7751,-14.6875,-26.188
002647.SZ,仁东控股,-3.1026253,2,,3.8782816229116857,2021-04-08 11:10:00,20210408,False,False,-10.0,3.1464,1.2599,-4.9771,-6.5472,-13.1026253,-19.9562253
300931.SZ,通用电梯,4.98533724,3,,3.861192570869986,2021-04-08 14:36:47,20210408,False,False,-9.6834,-0.6186,-4.0975,-0.1082,-6.0097,-5.01466276,-14.698062760000001
003001.SZ,中岩大地,8.94104999,6,,1.2363375739114812,2021-04-08 14:50:17,20210408,False,False,-10.0,-10.0,-5.7056,-7.0844,-4.9826,-1.0589500100000002,-26.76455001
003040.SZ,楚天龙,10.0,13,11305788.0,9.995217599234817,2021-04-09 09:30:00,20210409,True,False,10.0,10.0,10.0,-10.0,7.7649,0.0,27.7649
600569.SH,安阳钢铁,10.0,2,3536290.0,9.93788819875776,2021-04-09 09:30:00,20210409,True,False,9.887,10.0,-5.6075,-10.0,-1.3736,0.0,9.887
603324.SH,盛剑环境,10.0,2,4986235.0,10.009532888465202,2021-04-09 09:30:00,20210409,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
003042.SZ,中农联合,10.0,3,5323561.0,10.005321979776491,2021-04-09 09:30:00,20210409,True,False,10.0,10.0,-10.0,-10.0,-7.0318,0.0,-7.0318
003041.SZ,真爱美家,10.0,3,3548581.0,10.012755102040819,2021-04-09 09:30:00,20210409,True,False,10.0,10.0,10.0,-8.6,-10.0,0.0,21.4
003043.SZ,华亚智能,10.0,3,3001300.0,9.994206257242164,2021-04-09 09:30:00,20210409,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002762.SZ,金发拉比,10.0,4,30191394.0,9.97757847533633,2021-04-09 09:30:00,20210409,True,False,10.0,10.0,5.9815,10.0,10.0,0.0,25.9815
605299.SH,舒华体育,10.0,3,5262743.0,8.139534883720943,2021-04-09 09:30:15,20210409,False,True,-10.0,-10.0,-5.0881,1.4433,-3.1843,0.0,-25.0881
600231.SH,凌钢股份,-2.7027027,2,,7.207207207207201,2021-04-09 09:30:30,20210409,False,False,4.6296,-7.9646,1.9231,-0.6289,-2.5316,-12.7027027,-8.0731027
003036.SZ,泰坦股份,10.0,7,1593485.0,5.175292153589309,2021-04-09 09:31:30,20210409,False,False,-10.0,-10.0,-7.3536,-4.2973,3.3281,0.0,-27.3536
003013.SZ,地铁设计,10.0,2,2040300.0,2.923013585837797,2021-04-09 09:34:00,20210409,False,False,3.2934,-10.0,-8.1723,-3.1127,0.905,0.0,3.2934
000966.SZ,长源电力,10.0,3,15151850.0,-1.1834319526627317,2021-04-09 09:34:15,20210409,False,False,10.0,-3.912,-4.2409,-8.326,2.6087,0.0,6.088
002639.SZ,雪人股份,10.0,3,6988200.0,-2.763819095477384,2021-04-09 09:36:00,20210409,False,False,3.8813,-10.0,-1.8315,0.7463,4.9383,0.0,3.8813
605199.SH,葫芦娃,10.0,2,2576941.0,6.0596241088788,2021-04-09 09:36:00,20210409,False,False,10.0,-10.0,-8.1797,1.8465,-4.3257,0.0,-8.1797
603759.SH,海天股份,10.0,9,3500847.0,1.1560693641618456,2021-04-09 09:37:00,20210409,False,False,10.0,-5.4215,-10.0,-5.6117,-10.0,0.0,4.5785
002053.SZ,云南能投,10.0,2,4488000.0,5.140186915887845,2021-04-09 14:38:04,20210409,False,False,10.0,-8.7838,-6.9841,-7.9636,0.7417,0.0,1.2162000000000006
003033.SZ,征和工业,10.0,2,204400.0,3.9911851126346605,2021-04-09 14:41:49,20210409,False,False,10.0,10.0,-10.0,-10.0,-9.38,0.0,-9.38
003040.SZ,楚天龙,10.0,14,10797173.0,10.000000000000002,2021-04-12 09:30:00,20210412,True,False,10.0,10.0,-10.0,7.7649,-10.0,0.0,17.7649
603759.SH,海天股份,10.0,10,4908380.0,10.010509721492367,2021-04-12 09:30:00,20210412,True,False,-5.4215,-10.0,-5.6117,-10.0,-4.3909,0.0,-5.4215
002762.SZ,金发拉比,10.0,5,22309396.0,9.989806320081534,2021-04-12 09:30:00,20210412,True,False,10.0,5.9815,10.0,10.0,,0.0,15.9815
003041.SZ,真爱美家,10.0,4,8727400.0,10.000000000000009,2021-04-12 09:30:00,20210412,True,False,10.0,10.0,-8.6,-10.0,-5.1879,0.0,11.4
003042.SZ,中农联合,10.0,4,13723734.0,9.990324141267525,2021-04-12 09:30:00,20210412,True,False,10.0,-10.0,-10.0,-7.0318,-0.69,0.0,-17.0318
003043.SZ,华亚智能,10.0,4,8008992.0,10.007900974453529,2021-04-12 09:30:00,20210412,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603324.SH,盛剑环境,10.0,3,15395460.0,9.994222992489894,2021-04-12 09:30:00,20210412,True,False,10.0,10.0,10.0,-10.0,-4.2525,0.0,15.747499999999999
000793.SZ,华闻集团,10.1754386,2,60954260.0,10.17543859649123,2021-04-12 09:30:00,20210412,True,False,-4.7771,10.0,10.0,-5.2486,-10.0,0.17543859999999967,-4.6016614
605099.SH,共创草坪,10.0,2,372658.0,8.071505958829892,2021-04-12 09:31:00,20210412,False,True,-8.1015,3.537,0.9317,1.9231,-0.5283,0.0,-8.1015
000966.SZ,长源电力,10.0,4,16045163.0,6.457399103139003,2021-04-12 09:32:15,20210412,False,False,-3.912,-4.2409,-8.326,2.6087,3.8606,0.0,-3.912
002053.SZ,云南能投,10.0,3,10846998.0,0.0,2021-04-12 09:33:45,20210412,False,False,-8.7838,-6.9841,-7.9636,0.7417,-0.6135,0.0,-8.7838
605199.SH,葫芦娃,10.0,3,1935525.0,6.038291605301906,2021-04-12 09:35:30,20210412,False,False,-10.0,-8.1797,1.8465,-4.3257,-3.0585,0.0,-18.1797
003033.SZ,征和工业,10.0,3,1079295.0,0.17809439002671035,2021-04-12 11:29:30,20210412,False,False,10.0,-10.0,-10.0,-9.38,-2.3559,0.0,-19.380000000000003
600569.SH,安阳钢铁,9.88700565,3,42526502.0,-5.367231638418077,2021-04-12 13:58:00,20210412,False,False,10.0,-5.6075,-10.0,-1.3736,-3.3426,-0.11299434999999924,4.279505650000001
003040.SZ,楚天龙,10.0,15,12210948.0,9.999999999999991,2021-04-13 09:30:00,20210413,True,False,10.0,-10.0,7.7649,-10.0,1.1972,0.0,7.7649
003041.SZ,真爱美家,10.0,5,9903667.0,10.013175230566526,2021-04-13 09:30:00,20210413,True,False,10.0,-8.6,-10.0,-5.1879,-2.9034,0.0,1.4000000000000004
