,股票简称,昨收,前连板,昨封单,昨开,昨首停,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
600696.SH,岩石股份,-5.01547988,3,,5.015479876161005,2021-03-04 09:32:45,20210304,False,False,5.0196,0.0621,5.0248,1.6539,-1.2202,-15.015479880000001,-9.99587988
601038.SH,一拖股份,10.0,4,7929483.0,3.168754605747971,2021-03-04 09:38:45,20210304,False,False,1.4735,3.5644,-10.0,-8.4986,1.7802,0.0,1.4735
002378.SZ,章源钨业,10.0,3,6626838.0,3.376018626309673,2021-03-04 10:01:40,20210304,False,False,-3.7037,10.0,-10.0,-9.545,5.0307,0.0,-3.7037
300234.SZ,开尔新材,20.0,2,2326268.0,4.83091787439614,2021-03-04 14:13:44,20210304,False,False,-9.4567,1.5556,-10.5033,3.0562,20.0,10.0,0.5433000000000003
603126.SH,中材节能,10.0,5,6729143.0,8.229988726042846,2021-03-05 09:31:45,20210305,False,True,10.0,-10.0,-4.5502,10.0,10.0,0.0,-4.5502
002658.SZ,雪迪龙,3.53089533,3,,0.6305170239596559,2021-03-05 09:55:30,20210305,False,False,-4.7503,-10.0,-2.5568,4.6647,5.9889,-6.46910467,-11.21940467
002647.SZ,仁东控股,10.0,2,4470500.0,4.9861495844875385,2021-03-05 09:56:15,20210305,False,False,10.0,,,,,0.0,
601038.SH,一拖股份,1.4735432,5,,2.8131279303415937,2021-03-05 14:30:25,20210305,False,False,3.5644,-10.0,-8.4986,1.7802,5.6274,-8.5264568,-4.9620568
002207.SZ,准油股份,10.0,2,1739500.0,10.000000000000009,2021-03-08 09:30:00,20210308,True,False,10.0,-9.2345,-2.8112,8.1267,-8.9172,0.0,0.7654999999999994
002554.SZ,惠博普,10.16949153,2,44191069.0,10.169491525423723,2021-03-08 09:30:00,20210308,True,False,-4.0,-10.0,0.7117,1.0601,-6.993,0.16949153000000017,-3.83050847
603126.SH,中材节能,10.0,6,6143650.0,4.50819672131147,2021-03-08 09:45:17,20210308,False,True,-10.0,-4.5502,10.0,10.0,0.0,0.0,-14.5502
002647.SZ,仁东控股,10.0,3,5232743.0,-3.085642317380354,2021-03-08 13:25:38,20210308,False,False,,,,,,0.0,
600121.SH,郑州煤电,10.0,2,8454120.0,4.940374787052812,2021-03-08 13:45:40,20210308,False,False,10.0,-2.391,-4.4669,10.0,-9.7394,0.0,7.609
603098.SH,森特股份,10.0,2,25666113.0,10.025929127052724,2021-03-09 09:30:00,20210309,True,False,10.0,10.0,-4.6753,-1.6349,10.0,0.0,15.3247
600169.SH,太原重工,10.10452962,2,1771273.0,5.226480836236931,2021-03-09 09:30:45,20210309,False,True,-10.1266,-3.8732,1.4652,-3.2491,3.7313,0.10452961999999921,-13.895270380000001
600121.SH,郑州煤电,10.0,3,11590564.0,1.8575851393188871,2021-03-09 10:05:49,20210309,False,False,-2.391,-4.4669,10.0,-9.7394,-1.8237,0.0,-2.391
002096.SZ,南岭民爆,10.0,2,5470300.0,0.8869179600886926,2021-03-09 10:15:19,20210309,False,False,-10.0,-5.5991,2.847,-3.9216,3.2413,0.0,-15.5991
002207.SZ,准油股份,10.0,3,2888500.0,-4.812834224598934,2021-03-09 13:07:19,20210309,False,False,-9.2345,-2.8112,8.1267,-8.9172,1.8182,0.0,-9.2345
603098.SH,森特股份,10.0,3,22380525.0,9.976433621366846,2021-03-10 09:30:00,20210310,True,False,10.0,-4.6753,-1.6349,10.0,-8.5013,0.0,5.3247
002620.SZ,瑞和股份,0.75757576,2,,10.000000000000004,2021-03-10 09:30:00,20210310,True,False,-4.812,-1.7378,-0.9646,2.5974,-3.3228,-9.24242424,-14.05442424
003039.SZ,顺控发展,10.0,2,6896668.0,10.021551724137947,2021-03-10 09:30:00,20210310,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605208.SH,永茂泰,10.0,2,2765870.0,9.98586905322657,2021-03-10 09:30:00,20210310,True,False,10.0,-8.4469,-10.0,-1.7478,0.4327,0.0,1.5531000000000006
002836.SZ,新宏泽,2.75229358,2,,5.504587155963299,2021-03-10 09:30:30,20210310,False,True,0.1786,5.1693,-10.0,-4.8964,-2.2772,-7.24770642,-7.06910642
002210.SZ,飞马国际,5.11811024,2,6627484.0,2.362204724409451,2021-03-10 09:31:15,20210310,False,False,-4.8689,4.7244,-1.5038,-1.9084,-0.7782,-4.88188976,-9.75078976
600744.SH,华银电力,9.89010989,2,28509044.0,-3.2967032967032996,2021-03-10 09:42:30,20210310,False,False,10.0,10.0,10.0,10.0,-1.5385,-0.10989011000000026,38.35160989
603098.SH,森特股份,10.0,4,6273150.0,10.000000000000002,2021-03-11 09:30:00,20210311,True,False,-4.6753,-1.6349,10.0,-8.5013,10.0,0.0,-4.6753
002210.SZ,飞马国际,-4.86891386,3,,4.8689138576778985,2021-03-11 09:30:00,20210311,True,False,4.7244,-1.5038,-1.9084,-0.7782,-1.1765,-14.86891386,-10.14451386
003039.SZ,顺控发展,10.0,3,7199164.0,9.990205680705186,2021-03-11 09:30:00,20210311,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600744.SH,华银电力,10.0,3,34779654.0,10.000000000000009,2021-03-11 09:30:00,20210311,True,False,10.0,10.0,10.0,-1.5385,3.9931,0.0,28.4615
605208.SH,永茂泰,10.0,3,2075845.0,10.021413276231263,2021-03-11 09:30:00,20210311,True,False,-8.4469,-10.0,-1.7478,0.4327,10.0,0.0,-8.4469
003039.SZ,顺控发展,10.0,4,44752293.0,9.973285841495985,2021-03-12 09:30:00,20210312,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600744.SH,华银电力,10.0,4,42785845.0,9.999999999999988,2021-03-12 09:30:00,20210312,True,False,10.0,10.0,-1.5385,3.9931,10.0,0.0,18.4615
000966.SZ,长源电力,10.0,2,9570702.0,9.957627118644082,2021-03-12 09:30:00,20210312,True,False,0.1927,10.0,-8.7413,10.0,10.0,0.0,0.1927
002996.SZ,顺博合金,10.0,2,6946702.0,10.01251564455568,2021-03-12 09:30:00,20210312,True,False,-4.38,10.0,10.0,10.0,10.0,0.0,-4.38
600702.SH,舍得酒业,5.00394633,2,507398.0,0.6629834254143673,2021-03-12 11:26:00,20210312,False,True,1.8942,1.5344,-2.8189,4.994,3.2185,-4.99605367,-3.10185367
003039.SZ,顺控发展,10.0,5,4618830.0,10.040485829959517,2021-03-15 09:30:00,20210315,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600744.SH,华银电力,10.0,5,2947157.0,9.917355371900836,2021-03-15 09:30:00,20210315,True,False,10.0,-1.5385,3.9931,10.0,10.0,0.0,8.461500000000001
600307.SH,酒钢宏兴,6.82926829,2,,10.243902439024389,2021-03-15 09:30:15,20210315,False,True,-4.1096,-7.1429,1.5385,-3.5354,-1.0471,-3.17073171,-7.2803317100000005
603126.SH,中材节能,0.0,2,,6.356311548791413,2021-03-15 09:32:30,20210315,False,False,6.0877,-9.5359,1.8657,-2.1062,10.0,-10.0,-3.9123
000966.SZ,长源电力,0.19267823,3,,3.853564547206152,2021-03-15 09:36:45,20210315,False,False,10.0,-8.7413,10.0,10.0,10.0,-9.80732177,-8.54862177
000612.SZ,焦作万方,10.0,2,11571027.0,3.9194915254237395,2021-03-15 09:48:45,20210315,False,False,10.0,-6.655,-4.9719,3.9487,0.1899,0.0,3.3449999999999998
002109.SZ,兴化股份,10.0,2,14695246.0,4.517133956386293,2021-03-15 09:55:15,20210315,False,False,10.0,-10.0,-7.2961,-0.7716,-2.4883,0.0,-7.2961
002366.SZ,台海核电,10.0,2,8945079.0,1.750000000000007,2021-03-15 14:47:58,20210315,False,False,10.0,10.0,-4.1353,1.7647,4.0462,0.0,15.8647
600481.SH,双良节能,6.48148148,2,,10.0,2021-03-16 09:30:00,20210316,True,False,-7.3043,-1.8762,-2.4857,7.2549,-4.5704,-3.5185185199999998,-10.822818519999998
002366.SZ,台海核电,10.0,3,21061500.0,-0.9090909090909098,2021-03-16 09:35:31,20210316,False,True,10.0,-4.1353,1.7647,4.0462,-8.3333,0.0,5.8647
603628.SH,清源股份,2.90010741,2,,1.2889366272824834,2021-03-16 09:41:47,20210316,False,False,-3.9666,-3.2609,-0.1124,4.8369,-3.2189,-7.09989259,-11.06649259
000612.SZ,焦作万方,10.0,3,4335962.0,4.720616570327538,2021-03-16 09:46:02,20210316,False,False,-6.655,-4.9719,3.9487,0.1899,-10.0,0.0,-6.655
600744.SH,华银电力,10.0,6,13285639.0,-3.7593984962406046,2021-03-16 11:23:17,20210316,False,False,-1.5385,3.9931,10.0,10.0,1.5172,0.0,-1.5385
003039.SZ,顺控发展,10.0,6,751187.0,2.9433406916850653,2021-03-16 11:28:36,20210316,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600565.SH,迪马股份,7.07395498,2,,0.0,2021-03-16 13:47:17,20210316,False,False,-5.1051,0.3165,-2.8391,2.2727,-1.5873,-2.92604502,-8.03114502
002109.SZ,兴化股份,10.0,3,10843099.0,6.2322946175637455,2021-03-16 14:30:05,20210316,False,False,-10.0,-7.2961,-0.7716,-2.4883,-10.0,0.0,-17.2961
600526.SH,菲达环保,10.0,2,19944030.0,10.093457943925234,2021-03-17 09:30:00,20210317,True,False,10.0,6.0185,10.0,10.0,10.0,0.0,16.0185
000011.SZ,深物业A,10.0,2,4928891.0,5.159010600706717,2021-03-17 09:30:30,20210317,False,True,4.3674,-7.3846,3.1229,-10.0,-5.655,0.0,4.3674
002269.SZ,美邦服饰,10.17964072,2,26654500.0,2.994011976047907,2021-03-17 09:31:30,20210317,False,False,9.7826,-2.9703,-6.6327,-9.8361,-3.6364,0.1796407200000001,9.96224072
002452.SZ,长高集团,3.79146919,2,,5.845181674565563,2021-03-17 09:32:30,20210317,False,False,-3.3486,-4.7244,2.4793,-5.0,0.8489,-6.20853081,-9.55713081
002366.SZ,台海核电,10.0,4,1407200.0,9.917355371900836,2021-03-17 09:33:30,20210317,False,False,-4.1353,1.7647,4.0462,-8.3333,-9.697,0.0,-4.1353
003039.SZ,顺控发展,10.0,7,1944691.0,-1.0033444816053416,2021-03-17 09:41:30,20210317,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605005.SH,合兴股份,10.0,2,1839933.0,7.271597265382236,2021-03-17 09:42:00,20210317,False,False,0.1695,10.0,10.0,-7.2727,-10.0,0.0,0.1695
002665.SZ,首航高科,9.88142292,2,9393990.0,-9.090909090909092,2021-03-17 10:25:00,20210317,False,False,10.0,-4.902,1.7182,-10.1351,10.1504,-0.11857707999999967,4.97942292
002269.SZ,美邦服饰,9.7826087,3,23936562.0,9.78260869565217,2021-03-18 09:30:00,20210318,True,False,-2.9703,-6.6327,-9.8361,-3.6364,10.0,-0.21739129999999918,-3.187691299999999
002900.SZ,哈三联,10.0,2,3101920.0,7.142857142857135,2021-03-18 09:33:00,20210318,False,True,10.0,10.0,-4.0613,10.0,-10.0,0.0,15.9387
002996.SZ,顺博合金,10.0,2,4332813.0,5.703048180924288,2021-03-18 09:33:30,20210318,False,False,10.0,10.0,10.0,-10.0,-10.0,0.0,10.0
603090.SH,宏盛股份,-2.38257318,2,,2.791014295439075,2021-03-18 09:36:00,20210318,False,False,-2.1618,1.0691,-4.1608,5.0037,-3.3637,-12.38257318,-14.54437318
600526.SH,菲达环保,10.0,3,2979897.0,6.960950764006794,2021-03-18 09:36:32,20210318,False,False,6.0185,10.0,10.0,10.0,-4.0437,0.0,6.0185
300848.SZ,美瑞新材,8.96147404,2,,8.877721943048575,2021-03-18 14:04:19,20210318,False,False,3.7663,4.9383,-4.8588,-0.9892,-6.6317,-1.0385259599999994,2.727774040000001
003039.SZ,顺控发展,10.0,8,3406197.0,-5.775075987841941,2021-03-18 14:37:35,20210318,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002665.SZ,首航高科,10.0,3,1248580.0,0.0,2021-03-18 14:42:16,20210318,False,False,-4.902,1.7182,-10.1351,10.1504,-7.5085,0.0,-4.902
002485.SZ,雪松发展,-2.10325048,2,,9.942638623326951,2021-03-19 09:30:00,20210319,True,False,-5.4688,0.0,-0.6198,0.6237,0.6198,-12.10325048,-17.57205048
600212.SH,江泉实业,10.0,2,13973982.0,8.685968819599102,2021-03-19 09:30:15,20210319,False,True,6.0729,-5.1527,-10.0,-9.1723,0.9852,0.0,6.0729
002900.SZ,哈三联,10.0,3,4501700.0,6.679035250463827,2021-03-19 09:30:45,20210319,False,False,10.0,-4.0613,10.0,-10.0,-2.1792,0.0,5.9387
003039.SZ,顺控发展,10.0,9,2932822.0,0.0,2021-03-19 09:37:45,20210319,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002996.SZ,顺博合金,10.0,3,4199651.0,9.968708091193564,2021-03-19 09:38:15,20210319,False,False,10.0,10.0,-10.0,-10.0,10.0,0.0,10.0
003039.SZ,顺控发展,10.0,10,6574781.0,9.994977398292306,2021-03-22 09:30:00,20210322,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002996.SZ,顺博合金,10.0,4,8146034.0,9.99593661113369,2021-03-22 09:30:00,20210322,True,False,10.0,-10.0,-10.0,10.0,-7.2775,0.0,-7.2775
000966.SZ,长源电力,10.0,2,34264218.0,9.984152139461186,2021-03-22 09:30:00,20210322,True,False,10.0,10.0,-8.82,4.8366,4.8628,0.0,11.18
002893.SZ,华通热力,10.0,2,7554773.0,10.046189376443408,2021-03-22 09:30:00,20210322,True,False,10.0,10.0,-10.0,-4.1426,10.0,0.0,5.8574
600505.SH,西昌电力,10.0,2,9098206.0,7.542579075425781,2021-03-22 09:30:15,20210322,False,True,-2.9867,-8.4379,-10.0,2.0747,0.542,0.0,-2.9867
600212.SH,江泉实业,6.07287449,3,,6.6801619433198205,2021-03-22 09:30:30,20210322,False,False,-5.1527,-10.0,-9.1723,0.9852,0.9756,-3.9271255099999998,-9.07982551
002280.SZ,联络互动,4.98442368,2,8041996.0,2.1806853582554466,2021-03-22 09:38:00,20210322,False,False,5.0445,5.0847,-5.1075,-5.0992,3.8806,-5.01557632,0.028923680000000118
003035.SZ,南网能源,10.0,2,21805315.0,6.54362416107382,2021-03-22 09:40:18,20210322,False,False,10.0,-9.362,3.6725,-4.3542,10.0,0.0,0.6379999999999999
600916.SH,中国黄金,10.0,2,3700662.0,0.0,2021-03-22 09:53:51,20210322,False,False,-3.767,10.0,-2.7514,-1.8049,-3.5768,0.0,-3.767
003016.SZ,欣贺股份,10.0,2,6280789.0,9.568480300187613,2021-03-22 10:07:51,20210322,False,False,-10.0,-2.7462,3.6027,-0.3759,5.566,0.0,-12.7462
002900.SZ,哈三联,10.0,4,1901900.0,1.1804384485666153,2021-03-22 13:33:29,20210322,False,False,-4.0613,10.0,-10.0,-2.1792,1.2376,0.0,-4.0613
003038.SZ,鑫铂股份,7.33971569,2,,4.235567159849147,2021-03-22 13:38:59,20210322,False,False,-8.3784,-5.8112,2.8187,-0.9138,-2.49,-2.6602843099999998,-11.038684309999999
002578.SZ,闽发铝业,10.0,2,,0.0,2021-03-22 14:10:33,20210322,False,False,-10.0,-10.0,-2.8871,0.8108,-1.0724,0.0,-22.8871
000966.SZ,长源电力,10.0,3,47356098.0,9.942363112391922,2021-03-23 09:30:00,20210323,True,False,10.0,-8.82,4.8366,4.8628,9.7503,0.0,1.1799999999999997
002693.SZ,双成药业,-7.20164609,2,,10.082304526748956,2021-03-23 09:30:00,20210323,True,False,-9.0909,1.4634,-1.6827,-0.489,-0.9828,-17.20164609,-26.292546090000002
600956.SH,新天绿能,10.0,2,24391422.0,10.009267840593143,2021-03-23 09:30:00,20210323,True,False,10.0,-4.2879,10.0,10.0,10.0,0.0,5.7121
600396.SH,金山股份,6.04026846,2,,10.067114093959725,2021-03-23 09:30:30,20210323,False,True,-8.8608,-10.0,1.5444,3.8023,-3.663,-3.95973154,-12.82053154
002280.SZ,联络互动,5.04451039,3,8221895.0,4.451038575667653,2021-03-23 09:30:45,20210323,False,False,5.0847,-5.1075,-5.0992,3.8806,-4.8851,-4.95548961,0.1292103899999999
003039.SZ,顺控发展,10.0,11,5677296.0,9.543378995433791,2021-03-23 09:31:00,20210323,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002893.SZ,华通热力,10.0,3,2431929.0,7.974816369359914,2021-03-23 09:32:30,20210323,False,False,10.0,-10.0,-4.1426,10.0,10.0,0.0,-4.1426
002996.SZ,顺博合金,10.0,5,,8.718138160325081,2021-03-23 09:33:30,20210323,False,False,-10.0,-10.0,10.0,-7.2775,-10.0,0.0,-17.2775
002900.SZ,哈三联,-4.06130268,5,,-0.3831417624521127,2021-03-23 09:35:45,20210323,False,False,10.0,-10.0,-2.1792,1.2376,10.0,-14.06130268,-16.24050268
003035.SZ,南网能源,10.0,3,2706000.0,6.7124332570556895,2021-03-23 10:05:45,20210323,False,False,-9.362,3.6725,-4.3542,10.0,-7.2931,0.0,-9.362
000017.SZ,深中华A,2.31788079,2,,2.6490066225165587,2021-03-23 14:04:01,20210323,False,False,-3.5599,1.0067,-1.9934,-4.0678,0.3534,-7.68211921,-11.242019209999999
002280.SZ,联络互动,5.08474576,4,10553394.0,5.084745762711869,2021-03-24 09:30:00,20210324,True,False,-5.1075,-5.0992,3.8806,-4.8851,-4.5317,-4.91525424,-10.022754240000001
003040.SZ,楚天龙,10.0,2,26082916.0,9.97267759562842,2021-03-24 09:30:00,20210324,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605286.SH,同力日升,10.0,2,17043770.0,10.004185851820848,2021-03-24 09:30:00,20210324,True,False,10.0,10.0,10.0,3.0589,-10.0,0.0,33.0589
605389.SH,长龄液压,10.0,2,1898854.0,9.99839769267747,2021-03-24 09:30:00,20210324,True,False,10.0,10.0,3.3947,-10.0,-9.3273,0.0,23.3947
605303.SH,园林股份,10.0,2,4004946.0,9.168808911739506,2021-03-24 09:30:15,20210324,False,True,-5.9213,10.0,6.3229,-10.0,-6.803,0.0,-5.9213
002642.SZ,荣联科技,4.04624277,2,,5.009633911368011,2021-03-24 09:30:30,20210324,False,False,-7.5926,-2.2044,-0.2049,-5.3388,0.4338,-5.95375723,-13.54635723
600956.SH,新天绿能,10.0,3,5205687.0,5.307497893850049,2021-03-24 09:31:00,20210324,False,False,-4.2879,10.0,10.0,10.0,-7.8125,0.0,-4.2879
000966.SZ,长源电力,10.0,4,22967239.0,9.698558322411523,2021-03-24 09:32:00,20210324,False,False,-8.82,4.8366,4.8628,9.7503,-10.0,0.0,-8.82
600526.SH,菲达环保,10.0,2,13743951.0,9.975961538461538,2021-03-24 09:33:00,20210324,False,False,-4.0437,-6.6059,0.6098,-8.9697,-1.4647,0.0,-4.0437
000027.SZ,深圳能源,10.0,2,17835773.0,2.7667984189723436,2021-03-24 09:35:15,20210324,False,False,-10.0,10.0,10.0,0.0825,-7.5021,0.0,10.0825
003039.SZ,顺控发展,10.0,12,3201107.0,7.887090078870895,2021-03-24 09:36:30,20210324,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002554.SZ,惠博普,10.0,2,14114400.0,2.85714285714286,2021-03-24 09:48:15,20210324,False,False,-3.1169,-3.4853,10.0,-2.7778,-8.5714,0.0,-3.1169
603919.SH,金徽酒,10.0,2,2727967.0,3.806228373702425,2021-03-24 09:50:00,20210324,False,False,-1.058,10.0,-1.7341,-6.2299,-1.9105,0.0,-1.058
601456.SH,国联证券,3.05810398,2,,1.5290519877675839,2021-03-24 10:39:48,20210324,False,False,0.7122,-4.5374,-2.4691,-0.9494,-2.6837,-6.94189602,-6.22969602
002549.SZ,凯美特气,-0.20470829,2,,-1.7400204708290679,2021-03-24 11:30:00,20210324,False,False,-10.0,-1.7084,0.5794,-0.4608,3.588,-10.20470829,-21.91310829
002893.SZ,华通热力,10.0,4,3214585.0,-2.480916030534349,2021-03-24 13:17:02,20210324,False,False,-10.0,-4.1426,10.0,10.0,10.0,0.0,-14.1426
002280.SZ,联络互动,-5.10752688,5,,5.107526881720428,2021-03-25 09:30:00,20210325,True,False,-5.0992,3.8806,-4.8851,-4.5317,-5.0633,-15.10752688,-20.206726879999998
003040.SZ,楚天龙,10.0,3,19580896.0,10.062111801242219,2021-03-25 09:30:00,20210325,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605286.SH,同力日升,10.0,3,676664.0,10.0076103500761,2021-03-25 09:30:00,20210325,True,False,10.0,10.0,3.0589,-10.0,-5.7627,0.0,23.0589
605389.SH,长龄液压,10.0,3,1549452.0,10.00728332119445,2021-03-25 09:30:00,20210325,True,False,10.0,3.3947,-10.0,-9.3273,0.5136,0.0,13.3947
002199.SZ,东晶电子,-6.09418283,2,,9.972299168975077,2021-03-25 09:30:00,20210325,True,False,-2.8024,-2.5797,-2.648,-0.32,-1.6051,-16.09418283,-18.89658283
603603.SH,博天环境,10.0,2,1952000.0,9.942363112391922,2021-03-25 09:30:00,20210325,True,False,-3.6697,-7.0748,-9.224,10.0,-1.0264,0.0,-3.6697
603778.SH,乾景园林,10.0,2,7951649.0,8.411214953271031,2021-03-25 09:30:30,20210325,False,True,10.0,9.8765,-10.0,5.3042,-10.0,0.0,19.8765
600892.SH,大晟文化,-0.40322581,2,,0.8064516129032265,2021-03-25 09:37:15,20210325,False,False,-10.0,-0.4494,-5.8691,0.2398,-0.7177,-10.40322581,-20.852625810000003
002554.SZ,惠博普,-3.11688312,3,,4.155844155844148,2021-03-25 10:46:01,20210325,False,False,-3.4853,10.0,-2.7778,-8.5714,-7.1023,-13.11688312,-16.60218312
002316.SZ,亚联发展,10.0,2,6434877.0,4.729729729729729,2021-03-25 11:01:16,20210325,False,False,-7.377,-1.5487,-9.2135,10.0,1.5766,0.0,-7.377
003039.SZ,顺控发展,10.0,13,1740042.0,8.264150943396231,2021-03-25 14:56:24,20210325,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
003040.SZ,楚天龙,10.0,4,38367782.0,10.04514672686231,2021-03-26 09:30:00,20210326,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603778.SH,乾景园林,10.0,3,14667707.0,10.016977928692713,2021-03-26 09:30:00,20210326,True,False,9.8765,-10.0,5.3042,-10.0,-8.7171,0.0,9.8765
600917.SH,重庆燃气,10.0,2,6082683.0,5.975197294250295,2021-03-26 09:30:30,20210326,False,True,10.0,10.0,-1.7782,-3.1897,3.4728,0.0,18.2218
605286.SH,同力日升,10.0,4,3828228.0,0.3113109650639912,2021-03-26 09:33:00,20210326,False,False,10.0,3.0589,-10.0,-5.7627,10.0,0.0,13.0589
003039.SZ,顺控发展,10.0,14,1213961.0,-0.9948542024013693,2021-03-26 10:00:00,20210326,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605389.SH,长龄液压,10.0,4,443108.0,1.9200211864406818,2021-03-26 10:13:15,20210326,False,False,3.3947,-10.0,-9.3273,0.5136,3.6196,0.0,3.3947
600963.SH,岳阳林纸,-1.33531157,2,,5.341246290801179,2021-03-26 10:39:33,20210326,False,False,1.5038,-10.0,-1.6447,1.6722,-2.3026,-11.33531157,-9.83151157
003040.SZ,楚天龙,10.0,5,15409156.0,10.051282051282056,2021-03-29 09:30:00,20210329,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
605286.SH,同力日升,10.0,5,1878812.0,9.999999999999988,2021-03-29 09:30:00,20210329,True,False,3.0589,-10.0,-5.7627,10.0,-5.0832,0.0,3.0589
002269.SZ,美邦服饰,9.84455959,2,77162220.0,9.844559585492238,2021-03-29 09:30:00,20210329,True,False,10.0,9.8712,10.1563,10.0,10.0,-0.15544041000000064,19.715759589999998
002658.SZ,雪迪龙,10.0,2,6437717.0,10.029211295034091,2021-03-29 09:30:00,20210329,True,False,10.0,10.0,-10.0,-10.0,1.4453,0.0,1.4453
605055.SH,迎丰股份,10.0,2,6855598.0,9.989806320081534,2021-03-29 09:30:00,20210329,True,False,10.0,10.0,-3.9816,1.3557,-10.0,0.0,16.0184
600917.SH,重庆燃气,10.0,3,2902129.0,8.60655737704918,2021-03-29 09:30:30,20210329,False,True,10.0,-1.7782,-3.1897,3.4728,10.0,0.0,8.2218
600540.SH,新赛股份,10.0,2,13885972.0,4.895104895104899,2021-03-29 09:30:30,20210329,False,False,10.0,10.0,6.4389,-9.1358,-7.2011,0.0,26.4389
603778.SH,乾景园林,9.87654321,4,,6.327160493827149,2021-03-29 09:30:45,20210329,False,False,-10.0,5.3042,-10.0,-8.7171,1.0811,-0.12345679000000054,-4.819256790000001
605199.SH,葫芦娃,10.0,2,3466541.0,7.5949367088607715,2021-03-29 09:31:00,20210329,False,False,0.1485,0.6301,-8.4346,-0.2011,2.7811,0.0,0.1485
605389.SH,长龄液压,3.39472734,5,,0.7583965330444321,2021-03-29 09:36:45,20210329,False,False,-10.0,-9.3273,0.5136,3.6196,-0.9589,-6.60527266,-25.932572659999998
