,股票简称,昨收,前连板,昨开,昨首停,昨封单,交易日,昨竞一,selected,1_c_chg,2_c_chg,3_c_chg,4_c_chg,5_c_chg,0_c_chg,profit
601696.SH,中银证券,10.0,3,9.958071278826008,2020-03-02 09:30:00,49327254.0,20200302,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002551.SZ,尚荣医疗,1.32689988,2,10.012062726176117,2020-03-02 09:30:00,,20200302,True,False,-2.7381,-6.9767,10.0,10.0,10.0,-8.67310012,-11.41120012
600550.SH,保变电气,10.0,2,10.079575596816985,2020-03-02 09:30:00,12837968.0,20200302,True,False,10.1205,10.0,10.0,10.0,10.0,0.0,50.1205
002158.SZ,汉钟精机,10.0,3,4.868913857677905,2020-03-02 09:30:45,6084638.0,20200302,False,True,10.0,7.9827,-6.533,10.0,-10.0,0.0,17.9827
300382.SZ,斯莱克,10.0,3,8.179419525065953,2020-03-02 09:33:30,4398140.0,20200302,False,False,-5.036,1.3889,-3.3624,-0.3866,-9.0556,0.0,-5.036
603290.SH,斯达半导,10.0,20,10.000890551251215,2020-03-03 09:30:00,8464210.0,20200303,True,False,10.0,10.0,7.0521,-5.7,1.3057,0.0,27.0521
603893.SH,瑞芯微,10.0,17,10.000000000000018,2020-03-03 09:30:00,1609961.0,20200303,True,False,4.5242,-5.2646,10.0,3.5156,0.8931,0.0,4.5242
603719.SH,良品铺子,10.0,6,9.999999999999991,2020-03-03 09:30:00,9710286.0,20200303,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002062.SZ,宏润建设,10.0,4,10.02004008016032,2020-03-03 09:30:00,51908014.0,20200303,True,False,10.0,10.0,10.0,-10.0,-8.3714,0.0,11.6286
002158.SZ,汉钟精机,10.0,4,10.006807351940099,2020-03-03 09:30:00,1803390.0,20200303,True,False,7.9827,-6.533,10.0,-10.0,-6.5015,0.0,7.9827
300382.SZ,斯莱克,-5.03597122,4,9.952038369304557,2020-03-03 09:30:00,,20200303,True,False,1.3889,-3.3624,-0.3866,-9.0556,2.276,-15.03597122,-13.64707122
601696.SH,中银证券,10.0,4,10.009532888465193,2020-03-03 09:30:00,42922850.0,20200303,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600550.SH,保变电气,10.12048193,3,10.120481927710841,2020-03-03 09:30:00,18037190.0,20200303,True,False,10.0,10.0,10.0,10.0,10.0,0.1204819300000004,50.12048193
000030.SZ,富奥股份,3.27613105,2,9.984399375975034,2020-03-03 09:30:00,,20200303,True,False,1.3595,10.0,-7.9946,-5.0074,3.1008,-6.72386895,-5.36436895
002768.SZ,国恩股份,10.0,2,10.006973500697354,2020-03-03 09:30:00,10397604.0,20200303,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002771.SZ,真视通,10.0,2,9.988249118683898,2020-03-03 09:30:00,3579029.0,20200303,True,False,-10.0,-5.4006,-1.5056,-1.7197,2.3979,0.0,-15.4006
300683.SZ,海特生物,10.0,2,10.002538715409997,2020-03-03 09:30:00,4117327.0,20200303,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
002503.SZ,搜于特,10.0,2,1.4204545454545403,2020-03-03 09:52:15,41670041.0,20200303,False,True,10.0,10.0,10.0,7.9457,-10.0,0.0,37.9457
600579.SH,克劳斯,10.0,4,-4.347826086956513,2020-03-03 11:01:16,3787609.0,20200303,False,False,10.0,10.0,5.0309,-8.4034,-10.0,0.0,25.0309
002838.SZ,道恩股份,8.12986316,2,-5.071102763616851,2020-03-03 13:52:16,,20200303,False,False,10.0,10.0,10.0,10.0,-10.0,-1.8701368400000007,28.12986316
603290.SH,斯达半导,10.0,21,9.998380829015552,2020-03-04 09:30:00,3395029.0,20200304,True,False,10.0,7.0521,-5.7,1.3057,-10.0,0.0,17.0521
600753.SH,东方银星,10.0,2,9.982174688057063,2020-03-04 09:30:00,1521786.0,20200304,True,False,0.8104,-2.0364,3.9387,5.0,3.5088,0.0,0.8104
600203.SH,福日电子,10.0,2,10.01088139281828,2020-03-04 09:30:00,12154151.0,20200304,True,False,10.0,10.0,-3.9248,10.0,-3.635,0.0,16.0752
300820.SZ,英杰电气,10.0,2,10.001004116879198,2020-03-04 09:30:00,1012100.0,20200304,True,False,10.0,10.0,-4.1943,-6.2992,-2.2689,0.0,10.0
300683.SZ,海特生物,10.0,3,9.993076390491574,2020-03-04 09:30:00,3402800.0,20200304,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
002768.SZ,国恩股份,10.0,3,10.015847860538827,2020-03-04 09:30:00,8675593.0,20200304,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002667.SZ,鞍重股份,10.0,2,10.013717421124822,2020-03-04 09:30:00,20400180.0,20200304,True,False,-2.3691,-5.4917,-7.5676,1.1696,-3.4682,0.0,-2.3691
603948.SH,建业股份,10.0,2,10.013291980505086,2020-03-04 09:30:00,5383728.0,20200304,True,False,10.0,10.0,10.0,10.0,-5.421,0.0,34.579
601696.SH,中银证券,10.0,5,9.965337954939345,2020-03-04 09:30:00,44725245.0,20200304,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603719.SH,良品铺子,10.0,7,10.013175230566532,2020-03-04 09:30:00,10000758.0,20200304,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002062.SZ,宏润建设,10.0,5,10.01821493624772,2020-03-04 09:30:00,35984206.0,20200304,True,False,10.0,10.0,-10.0,-8.3714,1.9934,0.0,1.6286000000000005
002503.SZ,搜于特,10.0,3,10.077519379844954,2020-03-04 09:30:00,59811293.0,20200304,True,False,10.0,10.0,7.9457,-10.0,-8.982,0.0,27.945700000000002
600724.SH,宁波富达,10.0,2,3.7610619469026734,2020-03-04 09:30:30,5382848.0,20200304,False,True,3.6217,-9.7087,-9.8925,5.4893,-6.1086,0.0,3.6217
002398.SZ,垒知集团,10.0,2,5.036855036855038,2020-03-04 09:30:45,3991073.0,20200304,False,False,2.6816,-6.9641,-7.7193,5.3232,-3.6101,0.0,2.6816
300260.SZ,新莱应材,-2.91878173,2,5.710659898477159,2020-03-04 09:31:45,,20200304,False,False,10.0,-6.7142,-3.1847,7.4342,-5.3276,-12.91878173,-2.918781729999999
600579.SH,克劳斯,10.0,5,2.8846153846153992,2020-03-04 09:32:00,2260594.0,20200304,False,False,10.0,5.0309,-8.4034,-10.0,-5.6065,0.0,15.030899999999999
603912.SH,佳力图,10.0,2,7.355769230769219,2020-03-04 09:32:00,1338780.0,20200304,False,False,10.0,10.0,-1.8779,4.8951,-2.2105,0.0,18.1221
300606.SZ,金太阳,10.0,2,8.006491750067626,2020-03-04 09:34:30,1141200.0,20200304,False,False,5.9749,-4.1763,-10.0,-10.0,-5.8595,0.0,5.9749
603815.SH,交建股份,10.0,2,0.7896924355777277,2020-03-04 09:39:30,1084719.0,20200304,False,False,10.0,-4.8764,-10.0,4.0513,-1.3107,0.0,5.1236
600853.SH,龙建股份,10.0,2,0.0,2020-03-04 09:42:15,2455329.0,20200304,False,False,10.0,-0.2165,-10.0,1.6867,-5.2133,0.0,9.7835
002291.SZ,星期六,10.0,2,4.961692812842027,2020-03-04 09:44:00,4519439.0,20200304,False,False,10.0,-10.0,-7.2362,-1.8779,-4.8215,0.0,-7.2362
603721.SH,中广天择,10.0,2,-0.9733036707452765,2020-03-04 09:47:00,232940.0,20200304,False,False,-2.2497,-0.4396,-10.0,-10.0,-1.8596,0.0,-2.2497
603030.SH,全筑股份,4.83870968,2,-0.32258064516129775,2020-03-04 09:48:15,,20200304,False,False,-2.0,-4.8666,-3.6304,3.0822,-3.9867,-5.16129032,-7.16129032
300217.SZ,东方电热,-1.03626943,2,-2.072538860103629,2020-03-04 10:18:30,,20200304,False,False,0.0,-9.6859,-9.5652,5.4487,-6.9909,-11.03626943,-11.03626943
600550.SH,保变电气,10.0,4,-1.094091903719928,2020-03-04 11:17:40,3289130.0,20200304,False,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
000736.SZ,中交地产,10.0,2,-3.590859630032645,2020-03-04 11:22:25,2637706.0,20200304,False,False,4.3521,-6.4455,-7.4975,4.9288,-6.4718,0.0,4.3521
000897.SZ,津滨发展,5.15873016,2,4.761904761904766,2020-03-04 13:16:21,2094400.0,20200304,False,False,1.8868,-1.8519,-0.7547,1.1407,-3.3835,-4.84126984,-2.95446984
600678.SH,四川金顶,7.02764977,2,-3.6866359447004644,2020-03-04 14:04:14,,20200304,False,False,0.0,-3.8751,-9.5185,5.6931,-4.2155,-2.97235023,-2.97235023
002305.SZ,南国置业,10.0,2,0.4366812227074143,2020-03-04 14:08:59,12383940.0,20200304,False,False,10.0,-1.444,-9.8901,10.1626,10.0,0.0,8.556000000000001
300820.SZ,英杰电气,10.0,3,10.004564125969885,2020-03-05 09:30:00,641636.0,20200305,True,False,10.0,-4.1943,-6.2992,-2.2689,0.963,0.0,10.0
603719.SH,良品铺子,10.0,8,10.00000000000001,2020-03-05 09:30:00,19462306.0,20200305,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002062.SZ,宏润建设,10.0,6,9.93377483443708,2020-03-05 09:30:00,28606063.0,20200305,True,False,10.0,-10.0,-8.3714,1.9934,-5.0489,0.0,-8.3714
002432.SZ,九安医疗,-1.70454545,2,9.999999999999988,2020-03-05 09:30:00,,20200305,True,False,10.0,10.0,4.5845,10.0,-4.5643,-11.70454545,12.87995455
601696.SH,中银证券,10.0,6,10.00788022064619,2020-03-05 09:30:00,38566452.0,20200305,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
002503.SZ,搜于特,10.0,4,10.093896713615038,2020-03-05 09:30:00,69974690.0,20200305,True,False,10.0,7.9457,-10.0,-8.982,-10.0,0.0,17.945700000000002
002768.SZ,国恩股份,10.0,4,9.997118985883027,2020-03-05 09:30:00,10196600.0,20200305,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
300683.SZ,海特生物,10.0,4,10.00839278220731,2020-03-05 09:30:00,2670400.0,20200305,True,False,10.0,10.0,10.0,10.0,10.0,0.0,10.0
002334.SZ,英威腾,10.0,2,9.925093632958808,2020-03-05 09:30:00,25686573.0,20200305,True,False,10.0,10.0,-2.9536,-10.0,-8.5346,0.0,17.0464
002087.SZ,新野纺织,10.0,2,10.02004008016032,2020-03-05 09:30:00,16508952.0,20200305,True,False,10.0,10.0,-10.0,-9.699,-9.4444,0.0,0.30100000000000016
002529.SZ,海源复材,10.0,2,9.999999999999991,2020-03-05 09:30:00,13301000.0,20200305,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
600203.SH,福日电子,10.0,3,9.99010880316518,2020-03-05 09:30:00,7783000.0,20200305,True,False,10.0,-3.9248,10.0,-3.635,4.1734,0.0,6.075200000000001
603948.SH,建业股份,10.0,3,9.987917841320986,2020-03-05 09:30:00,4413720.0,20200305,True,False,10.0,10.0,10.0,-5.421,-8.2921,0.0,24.579
603912.SH,佳力图,10.0,3,10.00874125874127,2020-03-05 09:30:00,3905439.0,20200305,True,False,10.0,-1.8779,4.8951,-2.2105,-10.0,0.0,8.1221
600724.SH,宁波富达,3.62173038,3,8.450704225352112,2020-03-05 09:30:32,,20200305,False,True,-9.7087,-9.8925,5.4893,-6.1086,1.4458,-6.37826962,-16.08696962
600550.SH,保变电气,10.0,5,5.367793240556651,2020-03-05 09:30:47,13221584.0,20200305,False,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
603290.SH,斯达半导,10.0,22,4.997424008243168,2020-03-05 09:31:32,1105969.0,20200305,False,False,7.0521,-5.7,1.3057,-10.0,10.0,0.0,7.0521
002291.SZ,星期六,10.0,3,10.016583747927044,2020-03-05 09:32:02,3165021.0,20200305,False,False,-10.0,-7.2362,-1.8779,-4.8215,-2.0882,0.0,-17.2362
600579.SH,克劳斯,10.0,6,6.7961165048543615,2020-03-05 09:33:47,1351184.0,20200305,False,False,5.0309,-8.4034,-10.0,-5.6065,-10.0,0.0,5.0309
603608.SH,天创时尚,10.0,2,9.991386735572783,2020-03-05 09:53:02,1154736.0,20200305,False,False,1.2529,-0.3094,-6.2839,10.0,-10.0,0.0,1.2529
002305.SZ,南国置业,10.0,3,0.7936507936507944,2020-03-05 10:40:51,13215670.0,20200305,False,False,-1.444,-9.8901,10.1626,10.0,-9.396,0.0,-1.444
603815.SH,交建股份,10.0,3,5.024556101246701,2020-03-05 13:47:43,1166700.0,20200305,False,False,-4.8764,-10.0,4.0513,-1.3107,-6.6406,0.0,-4.8764
600853.SH,龙建股份,10.0,3,0.0,2020-03-05 14:06:42,3954566.0,20200305,False,False,-0.2165,-10.0,1.6867,-5.2133,-5.5,0.0,-0.2165
603719.SH,良品铺子,10.0,9,9.989112683723446,2020-03-06 09:30:00,27280697.0,20200306,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
603066.SH,音飞储存,10.0,2,10.01805054151624,2020-03-06 09:30:00,4126640.0,20200306,True,False,1.0664,-10.0,-4.2381,-4.7081,-1.7787,0.0,1.0664
002529.SZ,海源复材,10.0,3,10.013175230566532,2020-03-06 09:30:00,14578403.0,20200306,True,False,10.0,10.0,10.0,-10.0,-10.0,0.0,10.0
002087.SZ,新野纺织,10.0,3,10.01821493624772,2020-03-06 09:30:00,26572595.0,20200306,True,False,10.0,-10.0,-9.699,-9.4444,-3.272,0.0,-9.699
600203.SH,福日电子,10.0,4,9.982014388489219,2020-03-06 09:30:00,10853300.0,20200306,True,False,-3.9248,10.0,-3.635,4.1734,-10.0,0.0,-3.9248
300683.SZ,海特生物,10.0,5,9.994278085065806,2020-03-06 09:30:00,4233852.0,20200306,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,10.0
603948.SH,建业股份,10.0,4,9.996338337605275,2020-03-06 09:30:00,3482445.0,20200306,True,False,10.0,10.0,-5.421,-8.2921,-4.6954,0.0,14.579
002503.SZ,搜于特,10.0,5,10.021321961620462,2020-03-06 09:30:00,55260416.0,20200306,True,False,7.9457,-10.0,-8.982,-10.0,-9.7561,0.0,7.9457
002768.SZ,国恩股份,10.0,5,10.00523834468308,2020-03-06 09:30:00,10487170.0,20200306,True,False,10.0,10.0,10.0,-10.0,-10.0,0.0,10.0
601696.SH,中银证券,10.0,7,10.02865329512893,2020-03-06 09:30:00,40901670.0,20200306,True,False,10.0,10.0,10.0,10.0,10.0,0.0,50.0
600550.SH,保变电气,10.0,6,9.945750452079563,2020-03-06 09:30:00,20661999.0,20200306,True,False,10.0,10.0,10.0,-10.0,6.0357,0.0,26.0357
603601.SH,再升科技,10.0,2,9.980171844018503,2020-03-06 09:30:00,12013545.0,20200306,True,False,10.0,-10.0,-2.2451,5.0279,-10.0,0.0,-2.2451
300716.SZ,国立科技,10.0,2,4.690265486725658,2020-03-06 09:30:45,4436800.0,20200306,False,True,10.0,-10.0,-8.8618,-5.2632,-4.3315,0.0,10.0
002062.SZ,宏润建设,10.0,7,6.174698795180725,2020-03-06 09:30:45,2652931.0,20200306,False,False,-10.0,-8.3714,1.9934,-5.0489,-6.6895,0.0,-18.3714
000601.SZ,韶能股份,0.52493438,2,8.005249343832025,2020-03-06 09:32:15,,20200306,False,False,-7.0496,-1.1236,-1.5625,-4.1847,-2.259,-9.47506562,-16.52466562
600810.SH,神马股份,9.39922481,2,8.527131782945727,2020-03-06 09:33:45,,20200306,False,False,-7.9717,-10.0,-3.3155,-4.646,-3.5963,-0.6007751900000002,-8.57247519
002334.SZ,英威腾,10.0,3,2.214650766609879,2020-03-06 09:34:30,8677863.0,20200306,False,False,10.0,-2.9536,-10.0,-8.5346,-5.8099,0.0,7.0464
002838.SZ,道恩股份,10.0,2,9.700574241181304,2020-03-06 09:37:00,3864087.0,20200306,False,False,10.0,-10.0,-3.5782,-10.0,-10.0,0.0,-3.5782
002305.SZ,南国置业,-1.44404332,4,-0.3610108303249181,2020-03-06 09:47:00,,20200306,False,False,-9.8901,10.1626,10.0,-9.396,-8.5185,-11.44404332,-21.334143320000003
002154.SZ,报喜鸟,9.32642487,2,0.0,2020-03-06 09:55:15,,20200306,False,False,-5.4502,-9.5238,-0.831,3.6313,-7.0081,-0.6735751299999997,-6.123775129999999
300820.SZ,英杰电气,10.0,4,3.7175338146211847,2020-03-06 10:25:45,889998.0,20200306,False,False,-4.1943,-6.2992,-2.2689,0.963,10.0,0.0,-4.1943
002291.SZ,星期六,-10.0,4,4.461863129333726,2020-03-06 10:27:00,,20200306,False,False,-7.2362,-1.8779,-4.8215,-2.0882,-1.0269,-20.0,-27.2362
600579.SH,克劳斯,5.03089144,7,0.0,2020-03-06 10:55:15,,20200306,False,False,-8.4034,-10.0,-5.6065,-10.0,-6.0024,-4.96910856,-13.37250856
603559.SH,中通国脉,10.0,2,0.044150110375282846,2020-03-06 13:00:15,2299800.0,20200306,False,False,10.0,10.0,2.8192,10.0,-10.0,0.0,22.8192
603608.SH,天创时尚,1.25293657,3,0.9397024275646123,2020-03-06 13:00:15,,20200306,False,False,-0.3094,-6.2839,10.0,-10.0,-7.6923,-8.74706343,-9.05646343
002689.SZ,远大智能,10.12658228,2,-0.5063291139240511,2020-03-06 13:16:15,10033780.0,20200306,False,False,10.1149,10.0,10.0,-10.0,-9.1954,0.12658227999999916,11.04608228
603912.SH,佳力图,10.0,4,-1.4302741358760547,2020-03-06 13:39:00,114502.0,20200306,False,False,-1.8779,4.8951,-2.2105,-10.0,-10.0,0.0,-1.8779
600318.SH,新力金融,10.0,2,4.466313398940195,2020-03-06 14:01:20,2505417.0,20200306,False,False,-10.0,-0.3823,-10.0,-3.9216,4.3478,0.0,-10.3823
603719.SH,良品铺子,10.0,10,9.997525365008677,2020-03-09 09:30:00,26127935.0,20200309,True,False,10.0,10.0,10.0,10.0,-5.8995,0.0,34.1005
000911.SZ,南宁糖业,4.94148244,2,4.941482444733418,2020-03-09 09:30:00,615387.0,20200309,True,False,-4.9566,-4.9544,-3.155,-3.6827,-0.4412,-5.05851756,-10.01511756
603601.SH,再升科技,10.0,3,9.975961538461538,2020-03-09 09:30:00,19892352.0,20200309,True,False,-10.0,-2.2451,5.0279,-10.0,-7.2882,0.0,-12.2451
300688.SZ,创业黑马,10.0,2,9.993224932249321,2020-03-09 09:30:00,1923642.0,20200309,True,False,-9.8245,-10.0,-5.1613,-4.962,-6.6947,0.0,-9.8245
002445.SZ,中南文化,5.38461538,2,5.3846153846153895,2020-03-09 09:30:00,11870990.0,20200309,True,False,5.1095,-4.8611,5.1095,2.7778,-4.7297,-4.61538462,0.4941153799999993
002087.SZ,新野纺织,10.0,4,9.93377483443708,2020-03-09 09:30:00,3000374.0,20200309,True,False,-10.0,-9.699,-9.4444,-3.272,10.0,0.0,-19.698999999999998
002529.SZ,海源复材,10.0,4,10.059880239520957,2020-03-09 09:30:00,14036549.0,20200309,True,False,10.0,10.0,-10.0,-10.0,-10.0,0.0,-10.0
300683.SZ,海特生物,10.0,6,10.005202011444418,2020-03-09 09:30:00,6060960.0,20200309,True,False,10.0,10.0,10.0,-10.0,-2.6184,0.0,10.0
002768.SZ,国恩股份,10.0,6,10.000000000000007,2020-03-09 09:30:00,12044274.0,20200309,True,False,10.0,10.0,-10.0,-10.0,8.1696,0.0,8.1696
601696.SH,中银证券,10.0,8,10.02604166666666,2020-03-09 09:30:00,46824186.0,20200309,True,False,10.0,10.0,10.0,10.0,-10.0,0.0,30.0
603948.SH,建业股份,10.0,5,9.986684420772304,2020-03-09 09:30:00,2198381.0,20200309,True,False,10.0,-5.421,-8.2921,-4.6954,-10.0,0.0,4.579
002551.SZ,尚荣医疗,10.0,2,10.0,2020-03-09 09:30:00,17071677.0,20200309,True,False,5.6324,10.0,10.0,-4.4822,0.4854,0.0,5.6324
002334.SZ,英威腾,10.0,4,7.89473684210526,2020-03-09 09:31:15,8725217.0,20200309,False,True,-2.9536,-10.0,-8.5346,-5.8099,-5.4206,0.0,-2.9536
002689.SZ,远大智能,10.11494253,3,8.505747126436786,2020-03-09 09:31:15,11563026.0,20200309,False,False,10.0,10.0,-10.0,-9.1954,-10.0,0.11494253000000043,0.9195425300000011
002838.SZ,道恩股份,10.0,3,8.128262490678598,2020-03-09 09:31:15,3677062.0,20200309,False,False,-10.0,-3.5782,-10.0,-10.0,10.0,0.0,-13.578199999999999
002886.SZ,沃特股份,1.64659622,2,7.077906119439672,2020-03-09 09:31:30,,20200309,False,False,-10.0,-8.9468,-4.1015,-7.6,5.4279,-8.35340378,-27.30020378
000701.SZ,厦门信达,10.0,2,9.892086330935266,2020-03-09 09:31:45,11701169.0,20200309,False,False,-1.9608,-10.0,-5.5556,-5.2941,-6.4182,0.0,-1.9608
600550.SH,保变电气,10.0,7,2.796052631578946,2020-03-09 09:32:00,6136609.0,20200309,False,False,10.0,10.0,-10.0,6.0357,-10.0,0.0,16.0357
300716.SZ,国立科技,10.0,3,1.1263073209975911,2020-03-09 09:32:30,517800.0,20200309,False,False,-10.0,-8.8618,-5.2632,-4.3315,-0.689,0.0,-10.0
002606.SZ,大连电瓷,10.0,2,2.5174825174825135,2020-03-09 09:33:00,4201140.0,20200309,False,False,10.0,10.0,-1.0493,-2.9692,-10.0,0.0,18.9507
603559.SH,中通国脉,10.0,3,1.9261637239165201,2020-03-09 09:35:15,3658600.0,20200309,False,False,10.0,2.8192,10.0,-10.0,-10.0,0.0,12.8192
300644.SZ,南京聚隆,10.0,2,6.578947368421046,2020-03-09 09:42:15,425600.0,20200309,False,False,-10.0,-10.0,-6.9829,-6.1756,3.3213,0.0,-10.0
600312.SH,平高电气,10.0,2,9.888751545117438,2020-03-09 10:19:30,467539.0,20200309,False,False,4.6067,-6.015,-6.9714,10.0,-0.8939,0.0,4.6067
603577.SH,汇金通,4.41518203,2,-1.6266460108443133,2020-03-09 14:02:40,,20200309,False,False,-3.1899,-2.2222,-7.0533,8.4317,-8.1649,-5.58481797,-8.77471797
603719.SH,良品铺子,10.0,11,10.011248593925748,2020-03-10 09:30:00,6944817.0,20200310,True,False,10.0,10.0,10.0,-5.8995,-5.0449,0.0,24.1005
601696.SH,中银证券,10.0,9,10.000000000000007,2020-03-10 09:30:00,44865807.0,20200310,True,False,10.0,10.0,10.0,-10.0,4.8923,0.0,24.8923
002976.SZ,瑞玛工业,10.0,2,9.996678844237787,2020-03-10 09:30:00,5054368.0,20200310,True,False,10.0,10.0,10.0,10.0,0.5774,0.0,40.5774
002529.SZ,海源复材,10.0,5,10.01088139281828,2020-03-10 09:30:00,8300978.0,20200310,True,False,10.0,-10.0,-10.0,-10.0,-2.7127,0.0,-22.712699999999998
300683.SZ,海特生物,10.0,7,9.99369482976041,2020-03-10 09:30:00,2706379.0,20200310,True,False,10.0,10.0,-10.0,-2.6184,1.3377,0.0,10.0
603559.SH,中通国脉,10.0,4,9.99635169646114,2020-03-10 09:30:15,3476920.0,20200310,False,True,2.8192,10.0,-10.0,-10.0,-4.6705,0.0,2.8192
000701.SZ,厦门信达,-1.96078431,3,6.209150326797383,2020-03-10 09:31:15,,20200310,False,False,-10.0,-5.5556,-5.2941,-6.4182,-0.2212,-11.96078431,-27.51638431
600550.SH,保变电气,10.0,8,2.9895366218236066,2020-03-10 09:31:30,19278716.0,20200310,False,False,10.0,-10.0,6.0357,-10.0,-3.0172,0.0,6.0357
002432.SZ,九安医疗,4.58452722,2,10.028653295128928,2020-03-10 09:33:15,,20200310,False,False,10.0,-4.5643,-10.0,-2.9952,-8.2669,-5.41547278,0.020227219999999768
600688.SH,上海石化,5.85858586,2,5.252525252525248,2020-03-10 09:35:45,,20200310,False,False,-6.4885,-10.0,-5.8957,7.9518,-5.5804,-4.14141414,-10.62991414
603948.SH,建业股份,10.0,6,5.811138014527851,2020-03-10 09:45:15,1419759.0,20200310,False,False,-5.421,-8.2921,-4.6954,-10.0,5.9172,0.0,-5.421
002551.SZ,尚荣医疗,5.63241107,3,9.980237154150213,2020-03-10 10:20:45,,20200310,False,False,10.0,10.0,-4.4822,0.4854,-10.0,-4.36758893,11.150211070000001
000420.SZ,吉林化纤,10.0,2,0.6849315068493157,2020-03-10 10:26:30,4196284.0,20200310,False,False,10.0,-10.0,-10.0,-7.6923,-6.4394,0.0,-17.6923
002768.SZ,国恩股份,10.0,7,0.0,2020-03-10 10:35:15,498392.0,20200310,False,False,10.0,-10.0,-10.0,8.1696,-10.0,0.0,-1.8303999999999991
002606.SZ,大连电瓷,10.0,3,1.5247776365946646,2020-03-10 11:13:00,6945033.0,20200310,False,False,10.0,-1.0493,-2.9692,-10.0,-4.733,0.0,8.9507
002689.SZ,远大智能,10.0,4,8.141962421711893,2020-03-10 11:26:00,2915000.0,20200310,False,False,10.0,-10.0,-9.1954,-10.0,-1.4052,0.0,-9.1954
002445.SZ,中南文化,5.10948905,3,2.9197080291970665,2020-03-10 13:39:31,95680.0,20200310,False,False,-4.8611,5.1095,2.7778,-4.7297,-4.9645,-4.89051095,-9.75161095
603719.SH,良品铺子,10.0,12,10.000000000000002,2020-03-11 09:30:00,7684119.0,20200311,True,False,10.0,10.0,-5.8995,-5.0449,1.4615,0.0,14.1005
300742.SZ,越博动力,10.0,2,9.98469778117827,2020-03-11 09:30:00,1015559.0,20200311,True,False,-10.0,-8.0371,-9.3277,0.3244,-4.157,0.0,-10.0
002676.SZ,顺威股份,10.1010101,2,10.10101010101011,2020-03-11 09:30:00,24302155.0,20200311,True,False,10.0,10.0,10.0,-10.0,10.0,0.10101009999999988,30.1010101
002227.SZ,奥特迅,10.0,2,10.012919896640831,2020-03-11 09:30:00,3083155.0,20200311,True,False,10.0,-6.1933,-10.0,-9.0449,1.5299,0.0,3.8067
000903.SZ,云内动力,10.1369863,2,10.136986301369854,2020-03-11 09:30:00,31228056.0,20200311,True,False,5.2239,-10.0,-10.0,6.1224,-0.2747,0.13698630000000023,5.360886300000001
002976.SZ,瑞玛工业,10.0,3,9.993961352657012,2020-03-11 09:30:00,4442127.0,20200311,True,False,10.0,10.0,10.0,0.5774,-7.6276,0.0,30.5774
603042.SH,华脉科技,10.0,2,10.01480019733597,2020-03-11 09:30:00,11279535.0,20200311,True,False,10.0,10.0,-9.5997,-10.0,-7.9727,0.0,10.4003
002606.SZ,大连电瓷,10.0,4,10.046189376443408,2020-03-11 09:30:00,6732131.0,20200311,True,False,-1.0493,-2.9692,-10.0,-4.733,-5.3503,0.0,-1.0493
300683.SZ,海特生物,10.0,8,10.002866150759536,2020-03-11 09:30:00,3915905.0,20200311,True,False,10.0,-10.0,-2.6184,1.3377,10.0,0.0,10.0
601696.SH,中银证券,10.0,10,10.005379236148464,2020-03-11 09:30:00,38852109.0,20200311,True,False,10.0,10.0,-10.0,4.8923,-2.653,0.0,14.892299999999999
603559.SH,中通国脉,2.81923715,5,10.016583747927044,2020-03-11 09:30:00,,20200311,True,False,10.0,-10.0,-10.0,-4.6705,-5.0513,-7.18076285,-21.85126285
603322.SH,超讯通信,10.0,2,9.567387687188022,2020-03-11 09:30:15,,20200311,False,True,-5.6754,-8.9049,-10.0,-1.908,-4.5885,0.0,-5.6754
002689.SZ,远大智能,10.0,5,-0.5692599620493237,2020-03-11 09:38:30,1273000.0,20200311,False,False,-10.0,-9.1954,-10.0,-1.4052,-5.4632,0.0,-19.1954
002529.SZ,海源复材,10.0,6,1.8793273986152452,2020-03-11 10:08:00,562150.0,20200311,False,False,-10.0,-10.0,-10.0,-2.7127,-4.6895,0.0,-32.7127
000420.SZ,吉林化纤,10.0,3,-5.919003115264795,2020-03-11 11:19:16,14580699.0,20200311,False,False,-10.0,-10.0,-7.6923,-6.4394,-2.4291,0.0,-27.6923
002768.SZ,国恩股份,10.0,8,-7.772530499803232,2020-03-11 14:30:39,627600.0,20200311,False,False,-10.0,-10.0,8.1696,-10.0,-9.4806,0.0,-11.8304
