Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,2.4076900482177734,2.3846099376678467,2.4076900482177734,2.3923099040985107,2718245.0,1.8426302671432495
2014-01-03,2.4000000953674316,2.369230031967163,2.3846099376678467,2.376919984817505,5332372.0,1.8307768106460571
2014-01-06,2.376919984817505,2.299999952316284,2.376919984817505,2.315380096435547,7219209.0,1.783376932144165
2014-01-07,2.3307700157165527,2.299999952316284,2.315380096435547,2.307689905166626,4555950.0,1.7774535417556763
2014-01-08,2.315380096435547,2.2769200801849365,2.307689905166626,2.2846200466156006,3441010.0,1.7596845626831055
2014-01-09,2.2846200466156006,2.246150016784668,2.2692298889160156,2.253849983215332,4304484.0,1.735984444618225
2014-01-10,2.253849983215332,2.1692299842834473,2.246150016784668,2.2076900005340576,7810680.0,1.7004307508468628
2014-01-13,2.2230799198150635,2.1692299842834473,2.2076900005340576,2.184609889984131,4087241.0,1.682653546333313
2014-01-14,2.2076900005340576,2.1615400314331055,2.184609889984131,2.200000047683716,4568283.0,1.6945077180862427
2014-01-15,2.200000047683716,2.1692299842834473,2.200000047683716,2.192310094833374,2673772.0,1.688584566116333
2014-01-16,2.2307701110839844,2.184609889984131,2.192310094833374,2.2076900005340576,5153411.0,1.7004307508468628
2014-01-17,2.200000047683716,2.1692299842834473,2.200000047683716,2.1692299842834473,3637765.0,1.6708076000213623
2014-01-20,2.176919937133789,2.1384599208831787,2.176919937133789,2.1461501121520996,3324974.0,1.6530307531356812
2014-01-21,2.176919937133789,2.1461501121520996,2.1538500785827637,2.1538500785827637,3186870.0,1.6589614152908325
2014-01-22,2.2153799533843994,2.1615400314331055,2.1615400314331055,2.2153799533843994,4544082.0,1.7063536643981934
2014-01-23,2.2846200466156006,2.2307701110839844,2.2307701110839844,2.253849983215332,6661180.0,1.735984444618225
2014-01-24,2.323080062866211,2.253849983215332,2.253849983215332,2.2923099994659424,9433795.0,1.765607476234436
2014-01-27,2.2923099994659424,2.2307701110839844,2.2923099994659424,2.238460063934326,5160027.0,1.724130630493164
2014-01-28,2.2769200801849365,2.2307701110839844,2.2307701110839844,2.2769200801849365,2758069.0,1.7537537813186646
2014-01-29,2.307689905166626,2.253849983215332,2.261539936065674,2.299999952316284,2759247.0,1.7715303897857666
2014-01-30,2.307689905166626,2.2692298889160156,2.307689905166626,2.2692298889160156,2200614.0,1.7478305101394653
2014-02-07,2.2769200801849365,2.238460063934326,2.246150016784668,2.2692298889160156,1757065.0,1.7478305101394653
2014-02-10,2.315380096435547,2.261539936065674,2.261539936065674,2.315380096435547,5011822.0,1.783376932144165
2014-02-11,2.307689905166626,2.261539936065674,2.307689905166626,2.2923099994659424,11657244.0,1.765607476234436
2014-02-12,2.2923099994659424,2.261539936065674,2.2923099994659424,2.2846200466156006,7675941.0,1.7596845626831055
2014-02-13,2.2846200466156006,2.261539936065674,2.2769200801849365,2.261539936065674,5885711.0,1.7419075965881348
2014-02-14,2.299999952316284,2.261539936065674,2.2692298889160156,2.2923099994659424,4909166.0,1.765607476234436
2014-02-17,2.323080062866211,2.2846200466156006,2.2923099994659424,2.315380096435547,6781114.0,1.783376932144165
2014-02-18,2.307689905166626,2.2692298889160156,2.307689905166626,2.2769200801849365,5240173.0,1.7537537813186646
2014-02-19,2.315380096435547,2.261539936065674,2.2769200801849365,2.315380096435547,7460471.0,1.783376932144165
2014-02-20,2.3615400791168213,2.307689905166626,2.315380096435547,2.3461499214172363,14291409.0,1.8070769309997559
2014-02-21,2.3461499214172363,2.2769200801849365,2.3384599685668945,2.299999952316284,8035454.0,1.7715303897857666
2014-02-24,2.2923099994659424,2.2307701110839844,2.2846200466156006,2.238460063934326,5821388.0,1.724130630493164
2014-02-25,2.253849983215332,2.1692299842834473,2.246150016784668,2.176919937133789,6305829.0,1.676730751991272
2014-02-26,2.200000047683716,2.1692299842834473,2.176919937133789,2.200000047683716,4323871.0,1.6945077180862427
2014-02-27,2.2846200466156006,2.184609889984131,2.200000047683716,2.2307701110839844,8393817.0,1.718207597732544
2014-02-28,2.299999952316284,2.2230799198150635,2.2307701110839844,2.261539936065674,11063514.0,1.7419075965881348
2014-03-03,2.299999952316284,2.253849983215332,2.2692298889160156,2.2692298889160156,7790498.0,1.7478305101394653
2014-03-04,2.2923099994659424,2.253849983215332,2.2692298889160156,2.2846200466156006,6245681.0,1.7596845626831055
2014-03-05,2.323080062866211,2.2692298889160156,2.2769200801849365,2.299999952316284,7294599.0,1.7715303897857666
2014-03-06,2.307689905166626,2.261539936065674,2.2923099994659424,2.2769200801849365,5153794.0,1.7537537813186646
2014-03-07,2.315380096435547,2.2769200801849365,2.2846200466156006,2.299999952316284,6137124.0,1.7715303897857666
2014-03-10,2.2923099994659424,2.200000047683716,2.2923099994659424,2.2153799533843994,5593217.0,1.7063536643981934
2014-03-11,2.2230799198150635,2.192310094833374,2.2076900005340576,2.2076900005340576,3432669.0,1.7004307508468628
2014-03-12,2.246150016784668,2.200000047683716,2.2076900005340576,2.246150016784668,4359283.0,1.7300535440444946
2014-03-13,2.4230799674987793,2.2846200466156006,2.2846200466156006,2.315380096435547,19668030.0,1.783376932144165
2014-03-14,2.2923099994659424,2.238460063934326,2.2923099994659424,2.253849983215332,10142684.0,1.735984444618225
2014-03-17,2.2769200801849365,2.238460063934326,2.246150016784668,2.261539936065674,4245828.0,1.7419075965881348
2014-03-18,2.3615400791168213,2.253849983215332,2.261539936065674,2.323080062866211,10367949.0,1.7893074750900269
2014-03-19,2.3615400791168213,2.2923099994659424,2.323080062866211,2.3461499214172363,12568069.0,1.8070769309997559
2014-03-20,2.3384599685668945,2.2769200801849365,2.3384599685668945,2.2846200466156006,6701104.0,1.7596845626831055
2014-03-21,2.3384599685668945,2.2692298889160156,2.2769200801849365,2.3384599685668945,7065466.0,1.8011536598205566
2014-03-24,2.369230031967163,2.3384599685668945,2.3461499214172363,2.3615400791168213,7950956.0,1.8189305067062378
2014-03-25,2.4153800010681152,2.3307700157165527,2.3538498878479004,2.376919984817505,13156872.0,1.8307768106460571
2014-03-26,2.3846099376678467,2.3538498878479004,2.3615400791168213,2.3615400791168213,6596309.0,1.8189305067062378
2014-03-27,2.3615400791168213,2.3307700157165527,2.3538498878479004,2.3307700157165527,5046141.0,1.7952306270599365
2014-03-28,2.3384599685668945,2.307689905166626,2.323080062866211,2.307689905166626,4918691.0,1.7774535417556763
2014-03-31,2.3538498878479004,2.307689905166626,2.307689905166626,2.3307700157165527,5718622.0,1.7952306270599365
2014-04-01,2.299999952316284,2.246150016784668,2.2769200801849365,2.2846200466156006,7426229.0,1.7596845626831055
2014-04-02,2.2923099994659424,2.2692298889160156,2.2846200466156006,2.2846200466156006,6018105.0,1.7596845626831055
2014-04-03,2.2846200466156006,2.2307701110839844,2.2846200466156006,2.2769200801849365,10357816.0,1.7537537813186646
2014-04-04,2.3846099376678467,2.253849983215332,2.2692298889160156,2.3615400791168213,16806786.0,1.8189305067062378
2014-04-08,2.3538498878479004,2.2923099994659424,2.3461499214172363,2.3384599685668945,12283694.0,1.8011536598205566
2014-04-09,2.3461499214172363,2.315380096435547,2.3384599685668945,2.3384599685668945,5805283.0,1.8011536598205566
2014-04-10,2.3538498878479004,2.323080062866211,2.3307700157165527,2.3384599685668945,6679795.0,1.8011536598205566
2014-04-11,2.3461499214172363,2.299999952316284,2.315380096435547,2.315380096435547,6886422.0,1.783376932144165
2014-04-14,2.315380096435547,2.2846200466156006,2.315380096435547,2.299999952316284,5585851.0,1.7715303897857666
2014-04-15,2.299999952316284,2.2769200801849365,2.299999952316284,2.2923099994659424,4568500.0,1.765607476234436
2014-04-16,2.299999952316284,2.2769200801849365,2.2769200801849365,2.299999952316284,4414010.0,1.7715303897857666
2014-04-17,2.307689905166626,2.2846200466156006,2.299999952316284,2.2846200466156006,2665713.0,1.7596845626831055
2014-04-18,2.307689905166626,2.2769200801849365,2.2846200466156006,2.299999952316284,3376119.0,1.7715303897857666
2014-04-21,2.307689905166626,2.261539936065674,2.2846200466156006,2.2692298889160156,3812725.0,1.7478305101394653
2014-04-22,2.2769200801849365,2.238460063934326,2.261539936065674,2.253849983215332,3685565.0,1.735984444618225
